id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
e3d0b0c4,34.0,30.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
5d93ccee,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
0d2158d5,22.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
d9764034,10.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
d5f2f82b,17.0,16.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,Matches
468fdbad,11.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
1ad8cb67,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
3ef0fa48,49.0,35.0,0.0,5.0,3.0,5.0,1.0,9.0,4.0,0.0,1.0,1.0,3.0,0.0,Matches
4ef705ab,9.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
feb5d972,43.0,32.0,3.0,2.0,2.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,Matches
15944afd,6.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Matches
cf1ef7ec,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
96e5168e,35.0,21.0,9.0,2.0,2.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,Matches
30144daa,36.0,17.0,1.0,7.0,5.0,6.0,0.0,7.0,1.0,0.0,4.0,2.0,0.0,0.0,Matches
514270e8,10.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
42fd9c7f,108.0,69.0,1.0,19.0,8.0,11.0,0.0,27.0,13.0,0.0,7.0,2.0,5.0,0.0,Matches
46750e9c,61.0,41.0,4.0,3.0,4.0,8.0,1.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,Matches
6f5ec8bb,31.0,29.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
d21e361a,10.0,5.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Matches
