id,MP,Min,90s,Starts,Compl,Subs,unSub,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
31daff3a,4,267,3,3,1,1,0,1,3,-2,2.2,4.0,-1.7,0,0,0,0
31e3ab68,5,450,5,5,5,0,1,8,11,-3,4.9,7.0,-2.2,450,5,5,5
3200c583,6,540,6,6,6,0,0,7,8,-1,5.9,7.2,-1.3,0,0,0,0
321a71a7,5,450,5,5,5,0,0,12,6,6,7.0,6.8,0.2,0,0,0,0
3233eefd,1,90,1,1,1,0,0,0,3,-3,1.1,2.4,-1.4,0,0,0,0
323b698f,2,158,1,2,1,0,2,1,2,-1,2.0,2.2,-0.3,0,0,0,0
32c0491f,3,233,2,2,2,1,0,4,3,1,5.6,2.7,2.9,0,0,0,0
33072e69,7,369,4,4,0,3,0,7,7,0,4.9,6.6,-1.7,0,0,0,0
33332e0b,5,358,4,3,3,2,0,7,9,-2,6.0,5.6,0.4,0,0,0,0
33521c27,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
33591ff0,2,6,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0
3376a776,3,270,3,3,3,0,1,3,5,-2,4.4,5.0,-0.6,0,0,0,0
3392603d,6,540,6,6,6,0,0,5,10,-5,7.5,6.0,1.5,540,6,6,6
339fe0e8,10,900,10,10,10,0,1,23,13,10,19.7,10.3,9.4,900,10,10,10
33c7af24,1,90,1,1,1,0,1,0,0,0,0.3,0.8,-0.6,0,0,0,0
33d38e32,5,190,2,2,0,3,1,3,3,0,2.3,2.2,0.0,0,0,0,0
343f753a,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
34514af0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0,0
346d51d9,2,171,1,2,1,0,1,3,4,-1,3.0,3.3,-0.3,0,0,0,0
3470f44e,1,90,1,1,1,0,5,0,3,-3,0.6,1.6,-1.0,90,1,1,1
3480cb6b,8,720,8,8,8,0,0,10,8,2,10.0,11.8,-1.8,0,0,0,0
348e0505,5,432,4,5,3,0,1,0,8,-8,3.2,6.4,-3.3,0,0,0,0
3493992e,6,108,1,1,0,5,0,2,1,1,2.1,2.3,-0.3,0,0,0,0
34bf7740,4,65,0,0,0,4,2,0,3,-3,0.2,3.0,-2.8,0,0,0,0
