sca,sca_pass_live,sca_pass_dead,sca_take_on,sca_shot,sca_fouled,sca_def,gca,gca_pass_live,gca_pass_dead,gca_take_on,gca_shot,gca_fouled,gca_def,season,comp,id
49,36,2,3,3,3,2,4,3,0,0,1,0,0,19,ITA,9085dd7c
39,34,0,1,0,4,0,0,0,0,0,0,0,0,19,ITA,90b70194
20,18,0,0,1,1,0,1,0,0,0,0,1,0,19,ITA,91899ca8
20,16,0,0,1,0,3,2,2,0,0,0,0,0,19,ITA,921f6058
44,25,10,4,2,1,2,4,4,0,0,0,0,0,19,ITA,92948398
23,17,2,2,1,0,1,2,2,0,0,0,0,0,19,ITA,92b4758e
35,23,3,3,1,3,2,5,4,0,0,1,0,0,19,ITA,92d83c27
11,7,3,0,0,1,0,0,0,0,0,0,0,0,19,ITA,93390969
8,7,0,1,0,0,0,2,2,0,0,0,0,0,19,ITA,933d3b51
50,33,0,7,2,5,3,8,2,0,3,0,1,2,19,ITA,93b891d1
13,12,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA,93cf32a8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,9413b19f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,94230890
1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,94816803
13,9,1,0,1,1,1,1,1,0,0,0,0,0,19,ITA,952a03fe
25,19,4,1,0,1,0,1,1,0,0,0,0,0,19,ITA,958a601f
48,28,0,2,9,8,1,6,3,0,0,3,0,0,19,ITA,9592289a
26,21,1,3,1,0,0,3,3,0,0,0,0,0,19,ITA,96960855
18,10,4,2,1,1,0,2,0,0,1,0,1,0,19,ITA,970b8574
8,5,1,1,0,0,1,1,1,0,0,0,0,0,19,ITA,97e2aa67
6,4,1,0,0,1,0,1,0,0,0,0,1,0,19,ITA,9866afec
116,102,2,2,7,2,1,16,11,1,0,2,2,0,19,ITA,98d2c2c4
33,25,5,1,2,0,0,2,1,0,0,1,0,0,19,ITA,98e958af
63,39,0,7,9,6,2,6,4,0,0,1,1,0,19,ITA,9907b1c8
9,8,0,0,0,0,1,3,3,0,0,0,0,0,19,ITA,997fff07
3,2,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA,9a560ebe
15,14,0,0,0,0,1,1,1,0,0,0,0,0,19,ITA,9b30df1e
26,19,0,2,1,3,1,6,3,0,1,1,1,0,19,ITA,9b6f7fd5
2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,9be4ee80
71,51,2,5,4,5,4,10,6,0,1,0,1,2,19,ITA,9d4c45d6
100,72,23,1,3,0,1,7,6,0,1,0,0,0,19,ITA,9e1577aa
13,10,3,0,0,0,0,3,3,0,0,0,0,0,19,ITA,9f84febe
1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,ITA,9fa26bc2
4,2,2,0,0,0,0,0,0,0,0,0,0,0,19,ITA,a111cf41
25,18,2,2,3,0,0,3,2,0,0,1,0,0,19,ITA,a1216563
1,0,0,0,0,1,0,0,0,0,0,0,0,0,19,ITA,a1bedc05
3,2,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA,a1c7b425
15,9,0,0,2,2,2,2,2,0,0,0,0,0,19,ITA,a39b9ef6
14,11,1,0,1,1,0,3,1,0,0,1,1,0,19,ITA,a3d94a58
35,24,4,1,4,2,0,1,0,0,0,1,0,0,19,ITA,a40d5a0c
1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,a440d8ca
30,28,0,1,1,0,0,2,2,0,0,0,0,0,19,ITA,a4fe8cda
133,119,4,2,5,2,1,9,8,0,0,1,0,0,19,ITA,a5296e55
47,35,2,1,2,4,3,4,3,0,1,0,0,0,19,ITA,a64cbd35
46,35,1,4,2,2,2,2,2,0,0,0,0,0,19,ITA,a65ce836
6,5,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA,a6e316c1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,a6fc1a22
10,9,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA,a74d2999
86,64,9,2,6,3,2,5,2,2,0,1,0,0,19,ITA,a8a874f1
62,33,13,8,4,4,0,3,2,0,1,0,0,0,19,ITA,aa51343f
51,41,0,5,4,1,0,2,1,0,0,1,0,0,19,ITA,aa5a409a
56,31,16,0,5,1,3,1,0,1,0,0,0,0,19,ITA,ab1ca213
5,4,1,0,0,0,0,0,0,0,0,0,0,0,19,ITA,ab4449d6
8,5,3,0,0,0,0,0,0,0,0,0,0,0,19,ITA,ac4003af
15,11,1,0,2,0,1,0,0,0,0,0,0,0,19,ITA,acdad0aa
121,73,43,0,2,1,2,10,3,5,0,1,0,1,19,ITA,ad6df2d5
38,31,0,1,2,3,1,3,2,0,0,0,1,0,19,ITA,ae4e2852
60,29,26,1,4,0,0,6,4,2,0,0,0,0,19,ITA,ae64d449
16,13,3,0,0,0,0,1,1,0,0,0,0,0,19,ITA,ae82fa48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,af45e954
56,46,0,0,5,4,1,10,7,0,0,1,1,1,19,ITA,afa0d4e0
5,1,0,2,0,2,0,0,0,0,0,0,0,0,19,ITA,afe31d55
10,8,0,1,1,0,0,2,2,0,0,0,0,0,19,ITA,b0243215
32,25,1,0,6,0,0,2,0,0,0,2,0,0,19,ITA,b09a3ecc
145,86,4,18,20,13,4,12,4,0,3,1,4,0,19,ITA,b0f7e36c
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,b136c945
6,5,0,1,0,0,0,0,0,0,0,0,0,0,19,ITA,b1deecf8
7,5,0,0,1,0,1,0,0,0,0,0,0,0,19,ITA,b32e8c5f
41,32,0,3,3,0,3,1,1,0,0,0,0,0,19,ITA,b3fd7075
16,11,1,4,0,0,0,1,1,0,0,0,0,0,19,ITA,b5bf1770
10,8,0,0,1,1,0,0,0,0,0,0,0,0,19,ITA,b5cae4e6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,b6667741
4,2,0,0,0,0,2,1,1,0,0,0,0,0,19,ITA,b6b2b820
10,10,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,b6ca47a2
107,75,23,2,2,2,3,7,5,1,0,0,1,0,19,ITA,b70bde8f
80,59,4,4,7,3,3,3,0,1,1,1,0,0,19,ITA,b7a5bc86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,b8673e18
6,4,0,1,1,0,0,0,0,0,0,0,0,0,19,ITA,b871bf55
31,27,0,0,1,3,0,2,1,0,0,1,0,0,19,ITA,b96b595c
34,16,15,0,2,1,0,3,1,2,0,0,0,0,19,ITA,ba3d3bea
66,40,10,9,4,2,1,5,3,0,1,0,0,1,19,ITA,bbafc0c4
84,66,1,6,6,2,3,9,5,0,0,3,1,0,19,ITA,bd6351cd
74,50,18,0,1,4,1,8,4,4,0,0,0,0,19,ITA,bd84fc61
25,15,2,1,2,5,0,1,0,0,0,0,1,0,19,ITA,bdd0692f
13,10,0,1,0,1,1,2,1,0,0,0,1,0,19,ITA,be5e1c4c
3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,be6c1ccc
23,18,1,0,2,1,1,1,1,0,0,0,0,0,19,ITA,bee704fc
3,2,1,0,0,0,0,1,1,0,0,0,0,0,19,ITA,bef22bc4
21,16,0,2,1,0,2,1,1,0,0,0,0,0,19,ITA,bf309d24
25,19,2,1,2,0,1,1,1,0,0,0,0,0,19,ITA,c010b898
9,7,0,2,0,0,0,0,0,0,0,0,0,0,19,ITA,c01c66d9
128,107,0,12,4,1,4,9,5,0,3,0,0,1,19,ITA,c0c7ff58
66,56,0,1,3,4,2,8,6,0,0,1,1,0,19,ITA,c0cddebe
1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,ITA,c1bcb2df
30,25,0,1,2,0,2,2,2,0,0,0,0,0,19,ITA,c1c2c925
3,2,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA,c1d18f10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,c316607a
30,23,0,1,2,4,0,2,2,0,0,0,0,0,19,ITA,c414df9d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,c4efe2b4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,c4f573f4
25,21,0,0,3,1,0,2,2,0,0,0,0,0,19,ITA,c53083ad
38,29,1,2,6,0,0,3,3,0,0,0,0,0,19,ITA,c56dc39e
48,35,11,1,1,0,0,5,3,2,0,0,0,0,19,ITA,c5adc293
37,24,7,3,0,2,1,2,0,1,1,0,0,0,19,ITA,c6e8cf1f
15,9,3,0,2,0,1,4,1,2,0,1,0,0,19,ITA,c707411f
37,19,13,1,1,2,1,2,0,1,0,1,0,0,19,ITA,c710f7d5
60,42,11,0,2,2,3,4,3,1,0,0,0,0,19,ITA,c7259b83
58,51,1,1,3,0,2,2,2,0,0,0,0,0,19,ITA,c7526c18
33,26,5,0,0,1,1,2,1,1,0,0,0,0,19,ITA,c77be0cf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,c8a88acd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,c8c0dccd
88,75,0,7,2,2,2,10,9,0,1,0,0,0,19,ITA,cc700722
6,6,0,0,0,0,0,1,1,0,0,0,0,0,19,ITA,cce9f582
161,118,23,4,10,4,2,13,8,2,0,2,1,0,19,ITA,cd0fa27b
17,15,0,0,1,1,0,1,0,0,0,0,1,0,19,ITA,cdf65d12
25,16,1,5,1,1,1,2,0,1,0,1,0,0,19,ITA,ce1806be
31,30,1,0,0,0,0,1,1,0,0,0,0,0,19,ITA,ce30bfc8
1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,ce5b170a
3,2,1,0,0,0,0,0,0,0,0,0,0,0,19,ITA,cecbce23
45,39,1,1,1,2,1,5,3,0,1,0,1,0,19,ITA,cedb3e36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,cf961d8d
30,21,6,0,2,0,1,0,0,0,0,0,0,0,19,ITA,cfbf9881
75,60,0,2,3,6,4,9,8,0,0,0,1,0,19,ITA,d023d70f
3,3,0,0,0,0,0,1,1,0,0,0,0,0,19,ITA,d0643f8f
16,14,0,0,2,0,0,1,1,0,0,0,0,0,19,ITA,d0d8dd44
3,2,0,0,0,1,0,0,0,0,0,0,0,0,19,ITA,d0dbca9f
58,50,5,1,1,0,1,7,6,0,0,1,0,0,19,ITA,d183e9d6
59,45,0,1,10,3,0,4,2,0,1,1,0,0,19,ITA,d37b0350
90,70,1,8,9,2,0,12,8,0,1,1,2,0,19,ITA,d3aaad90
16,14,0,0,2,0,0,1,1,0,0,0,0,0,19,ITA,d3d758d8
130,89,0,17,16,7,1,17,10,0,3,4,0,0,19,ITA,d3de9af0
5,3,1,0,0,1,0,0,0,0,0,0,0,0,19,ITA,d417b306
47,41,1,2,1,2,0,3,3,0,0,0,0,0,19,ITA,d4535821
19,17,1,0,1,0,0,0,0,0,0,0,0,0,19,ITA,d541e703
7,5,1,0,0,1,0,1,0,0,0,0,1,0,19,ITA,d5575935
10,7,0,0,1,0,2,1,1,0,0,0,0,0,19,ITA,d61b3354
47,38,1,5,2,1,0,3,3,0,0,0,0,0,19,ITA,d6a889ea
96,67,0,3,13,13,0,7,4,0,0,1,2,0,19,ITA,d705ba44
53,35,1,2,3,11,1,4,3,1,0,0,0,0,19,ITA,d711d04f
44,34,0,4,4,2,0,1,1,0,0,0,0,0,19,ITA,d7403bd5
7,4,0,0,3,0,0,2,1,0,0,1,0,0,19,ITA,d7d32194
15,14,0,1,0,0,0,0,0,0,0,0,0,0,19,ITA,d9624b51
57,47,5,0,3,2,0,4,4,0,0,0,0,0,19,ITA,d97f2e8d
36,28,1,2,4,1,0,3,3,0,0,0,0,0,19,ITA,d995ed27
38,30,2,3,1,1,1,6,6,0,0,0,0,0,19,ITA,da5a981b
41,34,1,0,2,1,3,5,4,0,0,0,0,1,19,ITA,da974c7b
74,54,15,2,0,3,0,11,8,2,1,0,0,0,19,ITA,db092d3b
1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,dbe5a587
72,45,12,7,2,6,0,8,4,2,0,0,2,0,19,ITA,dc1c2fce
7,6,0,0,0,0,1,0,0,0,0,0,0,0,19,ITA,dc61b402
2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,dd52d069
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,dd7febd8
11,10,0,0,0,0,1,2,2,0,0,0,0,0,19,ITA,de045b15
145,92,2,10,23,17,1,14,8,0,1,4,1,0,19,ITA,dea698d9
4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,df0a4c90
17,12,0,0,0,5,0,4,1,0,0,0,3,0,19,ITA,df301450
1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,df3cda47
71,56,1,0,10,4,0,4,4,0,0,0,0,0,19,ITA,df85d472
13,7,0,2,3,0,1,1,1,0,0,0,0,0,19,ITA,dfb933e0
17,14,1,0,0,2,0,2,1,0,0,0,1,0,19,ITA,e0314d87
115,70,20,12,4,9,0,15,10,0,2,1,2,0,19,ITA,e0921a4f
70,34,12,5,7,11,1,8,5,3,0,0,0,0,19,ITA,e14ec482
4,2,2,0,0,0,0,1,1,0,0,0,0,0,19,ITA,e1b0a70d
94,67,15,2,5,3,2,10,8,2,0,0,0,0,19,ITA,e288d4b3
31,27,0,1,1,2,0,3,3,0,0,0,0,0,19,ITA,e327bd76
18,15,1,0,0,0,2,0,0,0,0,0,0,0,19,ITA,e33f36d5
27,23,1,0,2,0,1,3,3,0,0,0,0,0,19,ITA,e34fc66d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,e358587b
7,6,0,1,0,0,0,0,0,0,0,0,0,0,19,ITA,e3cceee6
70,33,0,22,7,8,0,12,4,0,5,2,1,0,19,ITA,e468c053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,e50613bd
43,38,0,2,1,1,1,5,4,0,1,0,0,0,19,ITA,e599253a
33,21,1,1,1,8,1,1,0,0,0,0,1,0,19,ITA,e5b98a70
33,25,2,1,4,1,0,3,3,0,0,0,0,0,19,ITA,e5bf73f3
16,14,0,0,0,0,2,2,2,0,0,0,0,0,19,ITA,e5cd9da6
40,38,0,1,0,0,1,4,4,0,0,0,0,0,19,ITA,e6ad16b2
60,52,5,0,3,0,0,8,6,2,0,0,0,0,19,ITA,e74f0e59
5,5,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,e7ee38c3
28,25,0,0,2,1,0,2,2,0,0,0,0,0,19,ITA,e85fb9b8
32,26,2,1,0,2,1,2,1,0,1,0,0,0,19,ITA,e8c930bb
1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA,e921b9db
3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,e94d79e3
84,54,20,6,2,0,2,6,6,0,0,0,0,0,19,ITA,ea06dd97
34,18,13,1,1,0,1,7,4,2,0,0,0,1,19,ITA,ea164f99
46,32,1,6,5,2,0,6,1,1,3,1,0,0,19,ITA,eb2fe5b6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,eb823875
26,17,5,3,1,0,0,1,1,0,0,0,0,0,19,ITA,ec5dae45
52,37,3,2,2,5,3,2,1,0,0,0,1,0,19,ITA,eccbe56a
61,52,0,2,7,0,0,4,4,0,0,0,0,0,19,ITA,ed5886d2
22,15,0,5,1,1,0,1,1,0,0,0,0,0,19,ITA,ed6ea4d9
37,28,1,3,3,1,1,1,0,0,0,1,0,0,19,ITA,ed90babd
114,70,30,3,5,4,2,9,6,1,1,0,0,1,19,ITA,eda40760
79,50,21,2,1,4,1,8,5,3,0,0,0,0,19,ITA,edd6c8e9
97,66,1,3,18,9,0,19,15,0,1,3,0,0,19,ITA,ee4f2f3b
1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,ee833569
86,52,15,6,8,5,0,5,3,2,0,0,0,0,19,ITA,ee93c1a9
2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,ef2e5e1a
37,25,0,5,3,3,1,3,2,0,0,1,0,0,19,ITA,ef5b337e
45,35,3,2,2,2,1,5,5,0,0,0,0,0,19,ITA,f0021247
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,f02dde20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,f058ed1f
2,0,2,0,0,0,0,0,0,0,0,0,0,0,19,ITA,f0f7f62f
4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,f1675fdd
81,56,8,5,3,6,3,7,4,1,0,0,1,1,19,ITA,f1cfc209
11,9,0,0,1,0,1,1,1,0,0,0,0,0,19,ITA,f1f1f238
2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,f201798c
16,15,0,0,1,0,0,1,1,0,0,0,0,0,19,ITA,f26e3c59
21,18,0,0,1,0,2,1,1,0,0,0,0,0,19,ITA,f2c1300a
18,15,1,0,1,1,0,2,2,0,0,0,0,0,19,ITA,f45f9427
29,26,0,0,1,2,0,4,3,0,0,1,0,0,19,ITA,f4ec4fd0
56,43,2,4,3,2,2,4,1,0,1,1,1,0,19,ITA,f503ea63
5,4,0,0,0,1,0,0,0,0,0,0,0,0,19,ITA,f54dfca8
6,4,2,0,0,0,0,2,1,1,0,0,0,0,19,ITA,f554e29b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,f6a06749
41,27,1,1,8,4,0,3,2,0,0,1,0,0,19,ITA,f7036e1c
18,16,1,0,0,0,1,0,0,0,0,0,0,0,19,ITA,f7223718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,f794b426
65,61,2,0,2,0,0,9,9,0,0,0,0,0,19,ITA,f91e81c9
33,19,12,0,0,1,1,6,3,3,0,0,0,0,19,ITA,fb2c533b
25,22,0,1,1,1,0,1,1,0,0,0,0,0,19,ITA,fb77bfef
42,29,10,3,0,0,0,1,1,0,0,0,0,0,19,ITA,fba81826
2,1,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA,fcd20025
41,24,0,9,3,5,0,4,2,0,1,1,0,0,19,ITA,fe012aca
2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA,fe0b8f0e
13,9,1,1,1,0,1,1,1,0,0,0,0,0,19,ITA,fe154b26
29,23,2,0,3,1,0,0,0,0,0,0,0,0,19,ITA,fed5f993
74,65,2,3,2,0,2,8,7,0,0,1,0,0,19,ITA,ff800ed8
26,21,0,0,4,1,0,2,1,0,0,1,0,0,20,ITA,0000acda
11,10,0,0,1,0,0,0,0,0,0,0,0,0,20,ITA,008a6e6d
20,17,3,0,0,0,0,3,3,0,0,0,0,0,20,ITA,00b0bb87
14,9,3,1,1,0,0,1,1,0,0,0,0,0,20,ITA,016ff750
3,3,0,0,0,0,0,1,1,0,0,0,0,0,20,ITA,01b8a2b2
55,48,1,1,3,2,0,5,4,0,1,0,0,0,20,ITA,01efac19
26,22,1,0,3,0,0,2,2,0,0,0,0,0,20,ITA,023937a9
25,21,0,0,2,2,0,3,1,0,0,0,2,0,20,ITA,02b2937c
69,55,3,4,3,4,0,9,6,0,1,2,0,0,20,ITA,02caf6e0
101,57,29,3,8,4,0,13,5,5,0,3,0,0,20,ITA,0375723e
106,84,1,8,4,9,0,2,1,0,0,1,0,0,20,ITA,03f946ed
21,17,0,0,2,2,0,1,1,0,0,0,0,0,20,ITA,0489bb30
8,7,0,0,1,0,0,0,0,0,0,0,0,0,20,ITA,04989945
1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,04df29a5
74,65,0,5,3,0,1,4,2,0,1,1,0,0,20,ITA,05e19d6a
25,19,0,4,0,2,0,0,0,0,0,0,0,0,20,ITA,060606ec
113,82,3,10,4,13,1,8,6,1,0,0,1,0,20,ITA,0728bebe
25,23,2,0,0,0,0,0,0,0,0,0,0,0,20,ITA,07767f42
45,36,5,0,2,2,0,4,4,0,0,0,0,0,20,ITA,07abb358
11,11,0,0,0,0,0,1,1,0,0,0,0,0,20,ITA,0821331c
8,7,1,0,0,0,0,2,2,0,0,0,0,0,20,ITA,085e71a7
20,17,0,2,0,0,1,4,3,0,1,0,0,0,20,ITA,089550f5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,08990838
49,30,0,4,7,6,2,6,3,0,1,1,1,0,20,ITA,08aa9cd1
5,1,4,0,0,0,0,0,0,0,0,0,0,0,20,ITA,08f5afaa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,091795f2
58,42,0,3,5,8,0,4,2,0,2,0,0,0,20,ITA,09538fdb
19,17,1,1,0,0,0,0,0,0,0,0,0,0,20,ITA,0a3065c8
43,28,0,4,5,3,3,5,3,0,1,0,1,0,20,ITA,0a447501
32,23,1,3,2,3,0,5,4,0,1,0,0,0,20,ITA,0a483542
111,97,2,4,1,5,2,10,9,0,0,0,1,0,20,ITA,0ab1f153
80,64,4,4,2,4,2,5,3,2,0,0,0,0,20,ITA,0b5a292a
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,0c35d28d
72,52,7,2,1,9,1,4,3,0,0,0,1,0,20,ITA,0ccac09c
17,13,2,1,0,0,1,2,2,0,0,0,0,0,20,ITA,0cd0e21b
25,22,0,1,0,1,1,6,6,0,0,0,0,0,20,ITA,0d077b88
2,0,2,0,0,0,0,0,0,0,0,0,0,0,20,ITA,0d422df7
78,64,4,3,1,6,0,7,6,0,0,1,0,0,20,ITA,0d82903c
135,59,58,5,3,9,1,11,3,7,0,0,0,1,20,ITA,0db169ae
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,0dfce079
24,23,0,1,0,0,0,2,1,0,1,0,0,0,20,ITA,0e21fc3c
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,0f47717b
1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,103b7264
18,16,0,1,1,0,0,1,1,0,0,0,0,0,20,ITA,1079c685
7,4,3,0,0,0,0,1,1,0,0,0,0,0,20,ITA,10dc46f0
32,21,3,0,5,2,1,4,2,0,0,2,0,0,20,ITA,10e7f486
2,1,0,0,0,1,0,0,0,0,0,0,0,0,20,ITA,1253a12e
33,20,1,6,3,3,0,5,3,0,0,1,1,0,20,ITA,1295552e
68,44,12,6,2,3,1,7,4,1,0,1,1,0,20,ITA,130a7a3f
2,1,0,0,1,0,0,0,0,0,0,0,0,0,20,ITA,13f89eaa
102,64,19,4,8,7,0,3,3,0,0,0,0,0,20,ITA,144607cc
22,17,3,0,0,2,0,1,0,1,0,0,0,0,20,ITA,149c5f5d
4,4,0,0,0,0,0,1,1,0,0,0,0,0,20,ITA,14b8fcdf
36,26,3,3,1,3,0,4,1,0,1,0,2,0,20,ITA,157d29b6
17,15,0,1,0,0,1,6,5,0,1,0,0,0,20,ITA,15d0c248
165,104,33,9,7,6,6,17,6,4,2,2,1,2,20,ITA,162efffd
47,35,0,4,3,4,1,3,2,0,0,0,1,0,20,ITA,16569fef
44,35,1,1,4,1,2,6,6,0,0,0,0,0,20,ITA,16657b95
17,15,0,0,0,0,2,1,1,0,0,0,0,0,20,ITA,16b9d5cf
5,3,1,0,1,0,0,0,0,0,0,0,0,0,20,ITA,16bb656a
54,41,6,1,3,2,1,9,6,2,0,1,0,0,20,ITA,173061c0
79,55,10,8,4,2,0,2,2,0,0,0,0,0,20,ITA,1770bd68
28,20,0,0,4,4,0,2,0,0,0,0,2,0,20,ITA,17f3620a
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,18736214
56,35,1,13,4,2,1,2,0,0,1,1,0,0,20,ITA,1880614f
16,15,1,0,0,0,0,1,1,0,0,0,0,0,20,ITA,18f9dbd0
47,41,1,0,2,3,0,8,6,0,0,1,1,0,20,ITA,197640fd
9,7,0,0,1,0,1,1,0,0,0,1,0,0,20,ITA,19e4eab9
2,1,0,0,1,0,0,0,0,0,0,0,0,0,20,ITA,1ab6fad3
37,30,2,0,3,1,1,5,5,0,0,0,0,0,20,ITA,1b82f8df
8,8,0,0,0,0,0,2,2,0,0,0,0,0,20,ITA,1cac99dc
1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,1cadaf34
1,1,0,0,0,0,0,1,1,0,0,0,0,0,20,ITA,1d00a56c
4,2,0,0,1,0,1,0,0,0,0,0,0,0,20,ITA,1d0bb7e4
34,27,2,2,2,0,1,2,2,0,0,0,0,0,20,ITA,1e12c53b
75,64,5,0,2,4,0,7,6,0,0,0,1,0,20,ITA,1ea5f91c
13,10,1,0,0,0,2,2,2,0,0,0,0,0,20,ITA,1eeeff8a
91,74,5,5,6,0,1,10,7,0,1,2,0,0,20,ITA,1f9328da
50,28,6,5,2,7,2,4,2,1,0,0,1,0,20,ITA,1fca9171
63,45,0,15,2,1,0,6,2,0,2,1,1,0,20,ITA,20730eae
21,19,0,1,0,0,1,1,1,0,0,0,0,0,20,ITA,20b3a502
3,2,1,0,0,0,0,0,0,0,0,0,0,0,20,ITA,20b9f052
33,24,6,1,0,1,1,6,4,2,0,0,0,0,20,ITA,2146785a
6,5,0,0,0,0,1,0,0,0,0,0,0,0,20,ITA,217875a4
43,35,3,1,2,2,0,6,4,0,0,1,1,0,20,ITA,22051fbe
13,11,0,0,1,1,0,0,0,0,0,0,0,0,20,ITA,228f73ae
76,66,4,2,1,2,1,5,5,0,0,0,0,0,20,ITA,230a2fac
29,15,2,1,4,6,1,4,2,0,0,0,2,0,20,ITA,2334478a
32,21,10,0,1,0,0,4,4,0,0,0,0,0,20,ITA,244f57b9
55,31,12,4,1,7,0,6,3,1,0,0,2,0,20,ITA,246d153b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,263b855a
24,23,0,0,1,0,0,1,1,0,0,0,0,0,20,ITA,26db8853
17,13,1,3,0,0,0,0,0,0,0,0,0,0,20,ITA,282b3a4d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,28a15394
5,4,0,0,1,0,0,0,0,0,0,0,0,0,20,ITA,2990c466
76,70,2,0,1,1,2,10,10,0,0,0,0,0,20,ITA,2a1beb34
2,2,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,2b15a82a
68,44,11,2,5,4,2,13,9,2,0,0,1,1,20,ITA,2c0f8e9e
73,61,0,4,4,4,0,5,3,0,1,0,1,0,20,ITA,2c3a6c21
88,42,24,7,4,9,2,6,3,0,0,1,1,1,20,ITA,2c851997
27,22,2,1,1,0,1,0,0,0,0,0,0,0,20,ITA,2cfae697
84,65,4,3,5,3,4,13,11,0,0,1,0,1,20,ITA,2d970560
3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,2e3596d1
52,33,0,6,4,9,0,7,2,0,2,1,2,0,20,ITA,2ead2809
42,37,3,1,1,0,0,3,3,0,0,0,0,0,20,ITA,2f3452eb
171,129,13,10,16,1,2,16,8,2,0,6,0,0,20,ITA,2f557579
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,2f7407fa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,30223b33
33,24,1,1,3,2,2,2,0,0,0,1,1,0,20,ITA,30f5ffa9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,31b252fc
1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,32a33c68
46,39,1,0,2,3,1,3,0,0,0,1,2,0,20,ITA,331c0a43
7,6,0,0,1,0,0,0,0,0,0,0,0,0,20,ITA,33914f14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA,339c6ed4
10,8,2,0,0,0,0,2,2,0,0,0,0,0,20,ITA,339fe0e8
107,91,5,2,8,0,1,14,14,0,0,0,0,0,20,ITA,33b8d077
