matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp,id
8,444,4,5,4,3,9,5,3,2,4.5,6.1,-1,18,ENG,96e0490d
29,2310,25,25,23,4,8,23,40,-17,24.8,33.0,-8,18,ENG,97572117
18,625,6,5,1,13,14,8,15,-7,8.0,12.4,-4,18,ENG,977ffc24
37,3218,35,37,29,0,0,71,33,38,62.2,31.8,30,18,ENG,980522ec
3,189,2,2,2,1,11,8,4,4,4.5,2.2,2,18,ENG,984a5a64
29,2044,22,23,16,6,6,18,30,-12,17.4,32.9,-15,18,ENG,987718f5
34,2331,25,29,13,5,1,17,28,-11,19.0,35.1,-16,18,ENG,989d5705
24,1238,13,12,5,12,12,9,30,-21,11.2,21.9,-10,18,ENG,98be0d02
12,308,3,1,0,11,2,4,1,3,4.6,1.4,3,18,ENG,99813635
14,986,11,12,5,2,2,10,13,-3,11.8,12.8,-1,18,ENG,9a104dee
6,166,1,1,0,5,10,2,9,-7,0.9,5.4,-4,18,ENG,9a8c6673
26,2295,25,25,25,1,8,28,26,2,22.1,32.9,-10,18,ENG,9a9c05db
23,1674,18,19,16,4,10,13,28,-15,16.2,22.9,-6,18,ENG,9aa186b2
20,985,10,11,4,9,11,11,17,-6,10.8,15.8,-4,18,ENG,9aacb284
20,1193,13,12,10,8,6,27,16,11,22.2,16.5,5,18,ENG,9c318325
11,790,8,8,7,3,10,14,2,12,12.4,6.7,5,18,ENG,9c94165b
35,3002,33,34,30,1,1,36,50,-14,31.9,51.7,-19,18,ENG,9d107085
2,32,0,0,0,2,10,0,1,-1,0.3,1.1,0,18,ENG,9d597f08
3,270,3,3,3,0,26,3,7,-4,2.6,4.8,-2,18,ENG,9dab6e3b
32,2202,24,26,10,6,1,51,28,23,46.9,27.4,19,18,ENG,9dbb75ca
7,627,7,7,6,0,7,10,10,0,9.7,10.2,0,18,ENG,9e525177
3,180,2,2,1,1,13,0,7,-7,1.3,4.8,-3,18,ENG,9e53837d
30,1582,17,15,5,15,3,18,28,-10,20.5,24.0,-3,18,ENG,9f472354
32,1995,22,22,8,10,3,27,33,-6,23.2,32.2,-9,18,ENG,9f736ed2
1,71,0,1,0,0,2,0,1,-1,0.2,0.6,0,18,ENG,9fa0a0b8
36,3139,34,36,33,0,1,30,55,-25,33.6,52.2,-18,18,ENG,9feb8f24
15,990,11,11,2,4,2,13,16,-3,12.1,12.1,0,18,ENG,a0666d3e
13,1001,11,11,11,2,5,24,6,18,17.9,11.9,6,18,ENG,a1232f4e
3,270,3,3,3,0,35,6,4,2,4.2,2.9,1,18,ENG,a179d516
35,1813,20,17,7,18,2,34,16,18,29.1,19.3,9,18,ENG,a1d5bd30
4,71,0,0,0,4,6,1,3,-2,1.0,1.4,0,18,ENG,a32204c9
3,25,0,0,0,3,9,0,0,0,0.0,0.7,0,18,ENG,a36d4785
34,2422,26,28,11,6,1,43,27,16,40.8,23.8,17,18,ENG,a39bb753
2,82,0,1,0,1,3,1,2,-1,1.0,0.6,0,18,ENG,a3b03921
6,438,4,5,3,1,7,7,8,-1,5.4,7.4,-2,18,ENG,a440d8ca
24,1834,20,20,16,4,5,23,31,-8,21.1,27.2,-6,18,ENG,a498e276
3,20,0,0,0,3,8,0,1,-1,0.3,0.4,0,18,ENG,a53649b7
2,180,2,2,2,0,11,2,3,-1,2.0,2.2,0,18,ENG,a634b9d2
26,2091,23,24,19,2,3,56,29,27,46.5,23.7,22,18,ENG,a65ce836
25,1921,21,21,20,4,11,34,35,-1,28.0,29.1,-1,18,ENG,a67a09fb
7,169,1,1,0,6,12,2,6,-4,3.3,4.3,-1,18,ENG,a6951bf8
4,305,3,4,3,0,7,5,4,1,3.1,5.0,-1,18,ENG,a6de6361
20,1318,14,15,12,5,14,16,30,-14,17.3,21.2,-4,18,ENG,a6e316c1
21,1596,17,17,15,4,9,12,29,-17,26.4,24.6,1,18,ENG,a9142dc3
5,138,1,2,0,3,3,2,8,-6,1.2,4.5,-3,18,ENG,aa51343f
33,1820,20,18,15,15,2,14,34,-20,14.7,26.8,-12,18,ENG,aa5859cb
12,576,6,7,3,5,5,4,12,-8,6.1,8.0,-1,18,ENG,aa8e289e
31,2240,24,24,21,7,0,27,36,-9,36.3,33.1,3,18,ENG,ab070c55
31,1945,21,22,13,9,4,14,31,-17,21.0,26.0,-5,18,ENG,ab651565
2,109,1,1,0,1,7,1,0,1,1.3,0.7,0,18,ENG,ab7263c1
25,843,9,7,0,18,0,21,12,9,18.0,10.2,7,18,ENG,abe66106
21,1354,15,16,8,5,0,13,23,-10,13.1,20.3,-7,18,ENG,ac05f970
9,458,5,5,3,4,18,3,15,-12,3.2,7.6,-4,18,ENG,ac7d7378
34,2824,31,32,27,2,3,59,30,29,53.8,26.5,27,18,ENG,ac861941
19,1410,15,17,10,2,10,26,23,3,16.8,20.4,-3,18,ENG,ad1ffcfd
31,2376,26,28,13,3,2,32,36,-4,39.2,30.3,8,18,ENG,ad7b19ef
34,2845,31,31,31,3,1,33,37,-4,35.9,40.6,-4,18,ENG,ae0a7ddf
22,1087,12,10,4,12,8,20,23,-3,17.7,18.8,-1,18,ENG,af721f98
11,411,4,5,1,6,21,2,7,-5,5.4,8.0,-2,18,ENG,aff418dc
9,55,0,0,0,9,11,1,3,-2,1.9,2.2,0,18,ENG,b070482d
26,1219,13,11,3,15,6,18,24,-6,14.8,17.4,-2,18,ENG,b0c71810
18,1333,14,15,9,3,8,7,15,-8,8.6,23.7,-15,18,ENG,b1313ec4
22,1909,21,22,20,0,1,22,34,-12,23.0,26.5,-3,18,ENG,b18095b6
16,1440,16,16,16,0,6,14,21,-7,15.6,22.8,-7,18,ENG,b1b25949
25,1997,22,22,22,3,1,53,27,26,46.8,21.8,24,18,ENG,b217ef29
7,148,1,1,1,6,10,1,2,-1,1.5,2.5,-1,18,ENG,b27b49b4
36,3120,34,35,26,1,1,39,48,-9,47.9,42.8,5,18,ENG,b28bbd58
29,2549,28,28,26,1,0,42,31,11,44.3,30.7,13,18,ENG,b2bc3b1f
36,2767,30,32,23,4,1,25,48,-23,27.6,40.1,-12,18,ENG,b318a643
33,2587,28,29,19,4,1,82,23,59,63.1,17.1,46,18,ENG,b400bde0
16,751,8,7,3,9,5,14,12,2,11.2,9.9,1,18,ENG,b581987a
17,611,6,5,1,12,4,5,12,-7,6.5,12.7,-6,18,ENG,b63f4077
29,1668,18,19,5,10,3,54,12,42,41.5,10.2,31,18,ENG,b66315ae
29,2536,28,28,28,1,6,46,24,22,36.2,32.7,3,18,ENG,b6964eb6
31,2041,22,23,14,8,6,26,27,-1,27.5,32.5,-4,18,ENG,b7d082af
34,2538,28,30,19,4,1,35,39,-4,35.6,34.9,0,18,ENG,b827d5b3
5,302,3,4,0,1,2,2,1,1,4.1,3.1,1,18,ENG,b92dd711
34,2674,29,30,25,4,0,22,41,-19,28.3,36.7,-8,18,ENG,b98570d1
34,2994,33,34,30,0,0,54,32,22,48.8,28.1,20,18,ENG,b9fbae28
21,1563,17,18,14,3,4,18,29,-11,16.5,23.6,-7,18,ENG,ba1e04b3
36,3203,35,36,34,0,0,67,31,36,59.6,30.6,29,18,ENG,ba23a904
36,1851,20,18,10,18,2,11,29,-18,16.8,28.3,-11,18,ENG,bb5fbd2b
4,131,1,1,1,3,6,0,4,-4,2.1,2.8,0,18,ENG,bcf30f17
2,98,1,1,1,1,9,1,0,1,1.3,1.2,0,18,ENG,bd1d1cbb
10,537,6,7,1,3,7,5,7,-2,5.9,6.5,0,18,ENG,bd8a7d05
16,903,10,9,6,7,18,5,17,-12,8.3,12.9,-4,18,ENG,bda6ffd4
30,2442,27,28,21,2,2,44,26,18,37.0,31.8,5,18,ENG,be927d03
13,311,3,4,0,9,2,1,8,-7,2.6,7.7,-5,18,ENG,bf54c8cc
10,840,9,9,8,1,3,17,13,4,10.5,11.1,0,18,ENG,c0e27d1a
10,236,2,1,0,9,18,6,2,4,4.8,3.6,1,18,ENG,c204f844
31,1498,16,16,4,15,7,19,30,-11,20.3,24.1,-3,18,ENG,c24dba2a
20,1800,20,20,20,0,18,20,30,-10,23.7,25.3,-1,18,ENG,c3e39f12
4,139,1,1,0,3,7,1,2,-1,0.4,2.9,-2,18,ENG,c5942695
28,1981,22,23,9,5,1,27,33,-6,25.2,30.7,-5,18,ENG,c596fcb0
30,2560,28,29,27,1,4,30,46,-16,29.2,40.7,-11,18,ENG,c5b7c315
3,145,1,2,0,1,4,3,3,0,1.7,2.3,0,18,ENG,c5bdb6e3
6,221,2,2,0,4,2,2,5,-3,1.5,2.2,0,18,ENG,c5f13182
13,1050,11,12,11,1,3,18,19,-1,13.3,17.0,-3,18,ENG,c61f1719
23,1588,17,19,10,4,8,13,26,-13,15.9,24.5,-8,18,ENG,c6896eab
29,2190,24,28,9,1,3,53,20,33,49.4,17.4,31,18,ENG,c691bfe2
1,1,0,0,0,1,2,0,0,0,0.0,0.0,0,18,ENG,c7aee75b
21,830,9,7,0,14,11,15,17,-2,15.4,8.8,6,18,ENG,c92e1a31
26,1374,15,15,8,11,8,12,25,-13,15.3,24.0,-8,18,ENG,c951a6df
32,1984,22,23,11,9,3,26,32,-6,25.6,29.4,-3,18,ENG,ca2bc3df
8,198,2,1,0,7,6,0,2,-2,2.6,1.9,0,18,ENG,ca9178af
1,9,0,0,0,1,0,0,0,0,0.5,0.5,0,18,ENG,caa1a7f0
24,2051,22,23,21,1,8,22,31,-9,25.6,27.0,-1,18,ENG,caffaf5a
19,1710,19,19,19,0,16,18,39,-21,17.5,26.8,-9,18,ENG,cb4f24c6
11,950,10,10,10,1,18,6,12,-6,8.6,15.7,-7,18,ENG,cc2d7ad5
35,3150,35,35,35,0,0,32,61,-29,33.8,57.7,-23,18,ENG,cc70a1d5
19,1573,17,18,14,1,16,39,17,22,33.8,15.7,18,18,ENG,cd1acf9d
10,900,10,10,10,0,25,10,15,-5,10.9,15.9,-5,18,ENG,cde3309f
34,2888,32,32,31,2,0,33,50,-17,32.2,49.7,-17,18,ENG,ce4246f5
28,1194,13,12,5,16,2,20,21,-1,20.1,16.6,3,18,ENG,ce5143da
1,75,0,1,0,0,2,2,1,1,1.6,2.1,0,18,ENG,ce9c203e
36,2958,32,34,18,2,0,63,28,35,54.1,25.7,28,18,ENG,cea4ee8f
33,2431,27,27,18,6,2,34,35,-1,37.1,31.4,5,18,ENG,cee31595
23,1521,16,17,11,6,5,16,21,-5,20.1,20.9,0,18,ENG,cf15bbb1
25,2236,24,25,23,0,2,25,36,-11,26.4,31.3,-4,18,ENG,cfd5e123
15,1306,14,15,12,0,1,10,18,-8,11.9,21.8,-10,18,ENG,cfe6238d
15,1184,13,13,13,2,12,16,14,2,14.6,15.9,-1,18,ENG,d0042ab9
14,587,6,5,1,9,1,11,12,-1,9.8,8.8,1,18,ENG,d07e3b41
24,1347,15,14,8,10,7,14,18,-4,15.5,18.6,-3,18,ENG,d080ed5e
37,3330,37,37,37,0,0,30,55,-25,36.3,46.6,-10,18,ENG,d0b3ceb9
24,1853,20,20,16,4,8,32,30,2,29.2,24.8,4,18,ENG,d2424d1b
17,1394,15,17,14,0,5,37,12,25,29.4,10.6,18,18,ENG,d2bff301
16,764,8,8,4,8,4,7,11,-4,7.2,11.3,-4,18,ENG,d328a254
38,3420,38,38,38,0,0,28,56,-28,31.6,58.6,-27,18,ENG,d368feb8
19,1710,19,19,19,0,18,44,24,20,36.7,20.2,16,18,ENG,d436eb94
28,2243,24,26,23,2,2,48,29,19,48.7,27.9,20,18,ENG,d4cb83cc
26,2004,22,23,15,3,9,25,38,-13,23.0,32.2,-9,18,ENG,d56543a0
24,2128,23,24,23,0,9,32,40,-8,29.5,33.1,-3,18,ENG,d596e193
13,1057,11,12,10,1,0,26,15,11,19.5,15.6,3,18,ENG,d5dd5f1f
12,761,8,9,5,3,3,13,18,-5,10.5,11.5,-1,18,ENG,d6f88a1d
15,1195,13,12,10,3,13,16,21,-5,15.5,18.7,-3,18,ENG,d7492450
22,1252,13,14,7,8,10,15,26,-11,15.0,22.3,-7,18,ENG,d790907f
12,822,9,9,8,3,6,14,17,-3,15.1,15.8,0,18,ENG,d79a8c87
4,275,3,3,3,1,29,0,7,-7,1.8,5.4,-3,18,ENG,d822a850
38,3420,38,38,38,0,0,56,60,-4,50.0,48.1,1,18,ENG,d8931174
13,634,7,7,6,6,10,8,3,5,7.3,5.9,1,18,ENG,d93c2511
23,596,6,4,0,19,9,16,16,0,8.8,11.0,-2,18,ENG,d9cfca3d
36,2852,31,33,22,3,0,26,49,-23,27.9,48.3,-20,18,ENG,da052c14
1,17,0,0,0,1,1,0,1,-1,0.0,0.7,0,18,ENG,da2b8db3
31,2534,28,29,26,2,1,53,21,32,46.8,23.2,23,18,ENG,da7b447d
12,866,9,10,5,2,7,22,14,8,15.3,12.5,2,18,ENG,dc6f5bdd
26,1716,19,20,5,6,1,38,17,21,33.2,21.7,11,18,ENG,dd0daf32
25,1148,12,13,5,12,11,10,25,-15,12.0,22.7,-10,18,ENG,de112b84
23,1973,21,23,21,0,3,37,11,26,34.6,21.2,13,18,ENG,def899bd
8,456,5,6,2,2,13,3,12,-9,4.1,8.9,-4,18,ENG,df540668
26,2254,25,25,25,1,3,40,28,12,39.4,23.1,16,18,ENG,e06683ca
18,846,9,8,6,10,2,20,11,9,16.1,11.9,4,18,ENG,e0900238
9,640,7,8,5,1,11,13,8,5,7.9,11.5,-3,18,ENG,e0991c04
5,280,3,3,2,2,7,3,4,-1,4.1,3.2,0,18,ENG,e0bc6fdc
29,2430,27,28,20,1,1,79,18,61,56.7,17.0,39,18,ENG,e2716bd0
36,2907,32,34,17,2,0,77,30,47,64.3,27.0,37,18,ENG,e342ad68
15,914,10,8,8,7,11,17,16,1,14.3,14.3,0,18,ENG,e3a5814e
37,3073,34,36,22,1,1,93,22,71,69.8,19.2,50,18,ENG,e46012d4
2,166,1,2,1,0,4,2,6,-4,1.8,4.0,-2,18,ENG,e514ab62
35,1958,21,23,8,12,1,19,31,-12,23.2,32.1,-8,18,ENG,e58a03c6
23,1713,19,19,13,4,1,27,34,-7,23.4,28.0,-4,18,ENG,e5d01ecf
38,3260,36,37,30,1,0,72,50,22,64.4,46.9,17,18,ENG,e61b8aee
28,2110,23,25,14,3,5,38,20,18,30.4,21.2,9,18,ENG,e726e11e
9,672,7,7,5,2,3,8,11,-3,8.4,11.2,-2,18,ENG,e76cb9cc
21,596,6,5,3,16,14,11,4,7,12.6,4.6,8,18,ENG,e77dc3b2
28,2387,26,27,25,1,6,40,32,8,39.4,30.4,9,18,ENG,e7ca0439
34,3030,33,34,31,0,1,26,50,-24,25.4,52.0,-26,18,ENG,e860c42f
24,1904,21,21,15,3,12,15,31,-16,15.5,27.6,-12,18,ENG,e9208654
4,360,4,4,4,0,5,4,9,-5,3.3,7.4,-4,18,ENG,e92cd3f7
24,1874,20,21,17,3,0,28,30,-2,29.9,26.7,3,18,ENG,e97fd090
38,3353,37,37,36,1,0,44,59,-15,37.9,56.9,-19,18,ENG,eaeca114
33,2387,26,27,21,6,2,60,23,37,50.7,25.4,25,18,ENG,eb58eef0
36,3118,34,35,33,1,0,64,26,38,51.9,37.1,14,18,ENG,eb7822d7
13,993,11,11,7,2,2,14,15,-1,16.5,12.7,3,18,ENG,ebd0a048
26,1920,21,22,15,4,9,22,23,-1,23.1,25.1,-2,18,ENG,ec7e6ad1
20,1124,12,11,9,9,6,10,22,-12,8.9,18.1,-9,18,ENG,ec9a28ce
5,49,0,0,0,5,8,4,1,3,2.1,0.2,1,18,ENG,ed1e53f3
14,289,3,2,0,12,7,2,4,-2,3.5,5.5,-1,18,ENG,eed56f6c
24,1846,20,21,16,3,0,42,25,17,42.8,23.0,19,18,ENG,ef619b0b
3,163,1,2,1,1,5,0,9,-9,1.7,4.5,-2,18,ENG,efe6f6ac
13,1022,11,12,6,1,1,13,14,-1,9.8,15.3,-5,18,ENG,f0021247
31,2268,25,27,7,4,3,30,33,-3,25.9,31.8,-5,18,ENG,f07be45a
22,1119,12,12,6,10,12,8,23,-15,9.5,14.0,-4,18,ENG,f15a50e8
24,1088,12,11,2,13,2,18,21,-3,12.2,20.8,-8,18,ENG,f1e8372d
30,2676,29,30,29,0,4,24,44,-20,23.0,47.0,-23,18,ENG,f25b010f
35,2192,24,25,10,10,1,25,36,-11,26.3,29.0,-2,18,ENG,f2f29dda
1,83,0,1,0,0,3,3,2,1,1.7,1.9,0,18,ENG,f3709655
1,18,0,0,0,1,9,1,1,0,0.8,1.0,0,18,ENG,f42456eb
33,2855,31,33,28,0,1,48,30,18,44.0,26.7,17,18,ENG,f4290206
11,622,6,6,5,5,15,15,7,8,13.9,6.7,7,18,ENG,f520049f
31,1726,19,15,9,16,2,15,31,-16,16.9,31.8,-14,18,ENG,f586779e
17,1285,14,13,13,4,9,26,14,12,21.4,17.0,4,18,ENG,f5deef4c
21,1570,17,17,15,4,6,15,29,-14,18.0,23.5,-5,18,ENG,f5e6d08d
25,2225,24,25,23,0,1,46,32,14,44.6,29.5,15,18,ENG,f5efb153
15,367,4,2,0,13,10,6,12,-6,4.8,5.6,0,18,ENG,f631c17f
2,8,0,0,0,2,12,0,0,0,0.1,0.3,0,18,ENG,f6d7d690
35,2833,31,32,23,3,1,29,33,-4,26.8,41.9,-15,18,ENG,f72293fc
19,1710,19,19,19,0,19,30,29,1,19.2,28.4,-9,18,ENG,f76e6b4e
14,1178,13,13,13,1,1,25,13,12,20.7,10.1,10,18,ENG,f7d50789
28,1879,20,21,8,7,2,41,22,19,36.2,21.2,15,18,ENG,f7ee69fb
35,3051,33,34,33,1,0,67,44,23,61.4,41.9,19,18,ENG,f874dd44
28,2270,25,26,22,2,1,21,38,-17,26.5,30.8,-4,18,ENG,f8fcd2a5
38,2823,31,32,22,6,0,31,54,-23,36.1,45.3,-9,18,ENG,fa031b34
17,1323,14,14,13,3,2,17,32,-15,15.4,28.9,-13,18,ENG,faf55ce4
21,827,9,8,2,13,5,5,14,-9,10.6,13.0,-2,18,ENG,fb2dec57
1,14,0,0,0,1,4,0,0,0,0.0,0.3,0,18,ENG,fc166e49
10,645,7,6,4,4,9,0,14,-14,8.7,9.6,0,18,ENG,fd3f57ce
35,3119,34,35,33,0,0,31,50,-19,33.8,45.4,-11,18,ENG,fdd85f94
1,17,0,1,0,0,0,0,0,0,0.0,0.0,0,18,ENG,fe012aca
29,2400,26,28,23,1,4,35,45,-10,23.2,38.0,-14,18,ENG,ff527768
14,998,11,12,6,2,2,8,12,-4,9.4,13.3,-3,18,ENG,ff9fcd4d
16,381,4,3,1,13,7,6,4,2,5.3,3.5,1,18,ENG,ffec9769
28,1990,22,24,10,4,0,28,33,-5,27.4,33.4,-6,19,ENG,00459419
4,148,1,3,0,1,3,1,1,0,2.9,2.4,0,19,ENG,00963611
24,2160,24,24,24,0,1,26,42,-16,32.1,34.2,-2,19,ENG,01226327
35,3062,34,34,33,1,0,51,56,-5,45.3,52.8,-7,19,ENG,02b29014
2,75,0,0,0,2,6,1,1,0,0.9,1.0,0,19,ENG,03e48abb
29,2558,28,29,27,0,3,43,30,13,37.3,34.4,2,19,ENG,0420d84f
18,1254,13,14,10,4,3,22,26,-4,20.2,20.2,0,19,ENG,0442183b
3,112,1,1,1,2,7,1,1,0,1.0,2.7,-1,19,ENG,059948df
2,23,0,0,0,2,2,2,2,0,1.0,1.2,0,19,ENG,074d8166
24,1651,18,23,5,1,2,23,27,-4,25.2,20.5,4,19,ENG,07802f7f
3,52,0,0,0,3,5,0,1,-1,1.3,0.5,0,19,ENG,07ace8c3
19,1020,11,12,3,7,5,11,16,-5,8.6,18.5,-9,19,ENG,08452314
6,466,5,5,4,1,3,7,5,2,9.5,4.8,4,19,ENG,08aa17d0
10,791,8,8,7,2,6,8,15,-7,9.4,10.6,-1,19,ENG,099e666f
34,3039,33,34,33,0,0,28,63,-35,37.4,54.8,-17,19,ENG,09fec029
34,3060,34,34,34,0,2,44,38,6,49.5,36.5,13,19,ENG,0bad4516
18,1236,13,14,13,4,17,36,7,29,35.2,7.5,27,19,ENG,0d267745
13,318,3,3,0,10,21,6,7,-1,4.2,8.1,-3,19,ENG,0d4ceb32
7,630,7,7,7,0,15,10,20,-10,7.6,15.4,-7,19,ENG,0d85a4e8
24,2147,23,24,23,0,7,11,38,-27,16.9,32.8,-15,19,ENG,0db5d2c8
27,1424,15,16,7,11,11,19,30,-11,17.6,25.9,-8,19,ENG,0f7533cd
29,2377,26,27,21,2,0,70,15,55,61.2,18.4,42,19,ENG,101da2b5
32,2244,24,27,14,5,2,26,54,-28,30.2,44.3,-14,19,ENG,10efd0e1
11,725,8,8,5,3,6,22,9,13,18.9,8.4,10,19,ENG,111c3236
35,3057,34,34,33,1,1,88,21,67,73.2,22.5,50,19,ENG,119b9a8e
2,154,1,2,1,0,16,5,2,3,3.0,1.6,1,19,ENG,11b9265b
16,941,10,11,4,5,1,15,11,4,15.5,10.1,5,19,ENG,129af0db
28,2393,26,27,25,1,3,37,39,-2,36.0,39.6,-3,19,ENG,12aa7661
4,71,0,0,0,4,4,1,1,0,0.1,2.0,-1,19,ENG,12c50af5
31,2092,23,23,19,8,4,31,29,2,30.1,28.0,2,19,ENG,1598599e
1,18,0,0,0,1,4,0,0,0,0.5,0.2,0,19,ENG,15d561fa
35,3086,34,35,34,0,1,42,63,-21,41.3,55.5,-14,19,ENG,15ea812b
10,393,4,4,1,6,3,10,5,5,7.8,4.1,3,19,ENG,15f3ec41
24,1735,19,20,10,4,3,35,24,11,29.6,26.2,3,19,ENG,16380240
5,245,2,3,0,2,4,4,2,2,2.5,4.2,-1,19,ENG,165bed61
27,847,9,7,2,20,9,24,5,19,19.5,8.9,10,19,ENG,16ceb862
22,1752,19,19,18,3,12,17,29,-12,16.5,23.6,-7,19,ENG,17370b95
17,754,8,9,1,8,14,12,9,3,10.2,10.6,0,19,ENG,1770bd68
33,2355,26,29,9,4,0,32,29,3,35.1,27.1,8,19,ENG,178ae8f8
25,1334,14,14,2,11,4,27,20,7,20.7,24.2,-3,19,ENG,189cee7b
33,2871,31,33,30,0,2,50,35,15,46.4,31.7,14,19,ENG,18b896d6
7,108,1,0,0,7,14,0,3,-3,0.5,3.0,-2,19,ENG,18b999f4
23,2027,22,23,20,0,7,29,31,-2,26.1,31.5,-5,19,ENG,1900032e
5,405,4,5,3,0,5,2,6,-4,2.9,4.2,-1,19,ENG,1931bde9
27,1980,22,24,15,3,0,28,28,0,28.8,30.7,-1,19,ENG,1961b2aa
2,39,0,0,0,2,2,1,2,-1,0.7,0.6,0,19,ENG,19b8b0b9
31,1778,19,19,8,12,2,12,36,-24,14.5,26.1,-11,19,ENG,19ba6c6d
13,986,11,11,10,2,6,30,7,23,21.5,8.7,12,19,ENG,1a2935f6
9,641,7,7,6,2,1,10,9,1,7.0,8.2,-1,19,ENG,1a4ef233
19,1670,18,19,17,0,12,22,27,-5,23.8,28.0,-4,19,ENG,1ae30132
18,509,5,4,3,14,17,17,5,12,10.7,6.3,4,19,ENG,1b7ec703
35,2965,32,33,31,2,1,46,38,8,44.1,38.7,5,19,ENG,1b84dbe1
2,180,2,2,2,0,4,2,4,-2,1.6,3.0,-1,19,ENG,1bebde9d
34,3003,33,34,32,0,2,47,47,0,41.8,55.8,-14,19,ENG,1c7012b8
8,617,6,6,6,2,22,16,7,9,13.0,5.6,7,19,ENG,1cb49278
20,915,10,10,2,10,4,8,20,-12,8.6,21.2,-12,19,ENG,1d6ac165
18,1302,14,14,10,4,6,17,20,-3,15.5,20.6,-5,19,ENG,1d8c99b0
17,1229,13,13,12,4,1,19,24,-5,17.7,20.4,-2,19,ENG,1e0b6a73
37,2119,23,24,8,13,1,36,33,3,27.8,29.2,-1,19,ENG,1ecb65be
32,2716,30,32,26,0,2,20,65,-45,23.0,50.2,-27,19,ENG,1f9a3a04
25,2066,23,25,18,0,0,37,32,5,34.6,30.9,3,19,ENG,20b104bc
6,372,4,4,3,2,9,5,4,1,8.0,4.9,3,19,ENG,21166ff4
27,2276,25,26,23,1,4,43,23,20,35.2,29.7,5,19,ENG,21512407
28,2424,26,27,23,1,0,50,31,19,38.7,33.7,5,19,ENG,21a66f6a
13,375,4,3,2,10,13,8,6,2,6.0,8.0,-2,19,ENG,24396398
20,986,11,10,3,10,10,14,21,-7,15.1,19.9,-4,19,ENG,2513a588
32,2836,31,31,31,1,6,61,42,19,51.6,46.6,5,19,ENG,2628fd2b
38,3420,38,38,38,0,0,34,69,-35,42.4,61.5,-19,19,ENG,2642bf6c
18,940,10,9,7,9,19,8,17,-9,6.9,20.2,-13,19,ENG,26679cdf
37,2388,26,26,16,11,1,35,41,-6,34.9,39.2,-4,19,ENG,2691c772
2,38,0,0,0,2,1,0,1,-1,1.2,0.5,0,19,ENG,2696b6a9
10,686,7,8,4,2,0,13,12,1,8.9,14.3,-5,19,ENG,26f6dca8
36,3151,35,36,34,0,0,31,55,-24,32.0,55.2,-23,19,ENG,282f75f3
2,28,0,0,0,2,5,0,2,-2,0.1,0.4,0,19,ENG,2876eaa3
26,2047,22,25,20,1,5,18,49,-31,24.6,39.4,-14,19,ENG,28b40c9c
36,3240,36,36,36,0,2,61,39,22,56.4,35.4,21,19,ENG,28d596a0
38,3420,38,38,38,0,0,47,46,1,52.1,42.1,10,19,ENG,2928dca2
22,1289,14,16,5,6,11,28,15,13,23.1,19.5,3,19,ENG,29733c72
11,750,8,9,1,2,3,18,11,7,12.4,9.6,2,19,ENG,2973d8ff
29,2330,25,27,19,2,1,45,28,17,35.9,33.5,2,19,ENG,2acd49b9
13,723,8,8,5,5,2,15,10,5,13.1,12.4,0,19,ENG,2afc7272
31,1867,20,21,11,10,6,54,14,40,49.8,14.2,35,19,ENG,2b114be3
21,1613,17,18,13,3,2,16,37,-21,21.8,27.7,-5,19,ENG,2b471f99
32,2121,23,25,12,7,4,40,18,22,34.4,27.5,6,19,ENG,2b622f01
11,858,9,9,8,2,9,9,15,-6,7.7,14.7,-7,19,ENG,2b91cf8e
20,880,9,9,1,11,3,19,10,9,16.5,14.9,1,19,ENG,2c0f8e9e
38,3420,38,38,38,0,0,51,53,-2,47.6,50.1,-2,19,ENG,2ce2508a
36,3216,35,36,33,0,1,81,20,61,68.2,27.0,41,19,ENG,2e4f5f03
25,1997,22,24,12,1,2,20,39,-19,24.8,30.6,-5,19,ENG,2f4c5a52
26,1597,17,17,14,9,2,34,17,17,25.1,20.7,4,19,ENG,2f7acede
31,1789,19,19,11,12,2,45,12,33,38.1,15.1,23,19,ENG,2f90f6b8
16,1215,13,14,10,2,0,12,22,-10,10.9,24.5,-13,19,ENG,2ff964a0
3,39,0,0,0,3,2,1,0,1,0.4,0.5,0,19,ENG,31dce0c8
6,292,3,3,1,3,7,4,4,0,3.9,3.8,0,19,ENG,3201b03d
26,2250,25,25,23,1,8,27,53,-26,29.9,44.0,-14,19,ENG,321a71a7
7,331,3,4,3,3,6,5,2,3,5.5,2.4,3,19,ENG,3233eefd
26,663,7,5,0,21,10,10,12,-2,12.7,10.5,2,19,ENG,32f60ed8
30,1670,18,18,11,12,4,23,26,-3,24.1,28.0,-4,19,ENG,3312f911
6,180,2,1,1,5,9,2,2,0,3.7,0.8,2,19,ENG,33508c78
32,2141,23,23,13,9,3,18,46,-28,25.6,41.8,-16,19,ENG,33af5b9e
12,1080,12,12,12,0,26,20,18,2,17.5,17.9,0,19,ENG,34ccf6fa
26,1945,21,21,19,5,9,28,41,-13,27.2,33.3,-6,19,ENG,3515d404
3,185,2,2,1,1,9,2,5,-3,1.6,4.5,-3,19,ENG,356a9a62
23,2013,22,23,22,0,4,33,32,1,30.0,33.9,-3,19,ENG,3626f7d9
