matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp,id
3,238,2,3,1,0,1,5,3,2,3.5,1.4,2,18,EL,555d5edd
2,47,0,0,0,2,1,0,2,-2,0.1,0.7,0,18,EL,5594dfa6
4,360,4,4,4,0,1,3,5,-2,3.9,5.8,-1,18,EL,5595a4ff
8,707,7,8,6,0,0,3,3,0,9.2,7.7,1,18,EL,5631b735
6,480,5,5,5,1,0,5,7,-2,5.2,6.2,-1,18,EL,56ae428b
5,446,5,5,4,0,0,4,10,-6,4.8,5.5,0,18,EL,5700824a
5,450,5,5,5,0,3,13,6,7,9.0,3.5,5,18,EL,5710a281
5,338,3,4,2,1,1,4,7,-3,5.2,7.0,-1,18,EL,57ae16f4
6,540,6,6,6,0,1,8,9,-1,7.1,10.5,-3,18,EL,57f60036
1,31,0,0,0,1,1,1,0,1,0.7,0.2,0,18,EL,583d6c1f
1,28,0,0,0,1,0,0,0,0,0.4,0.2,0,18,EL,58a3b151
6,540,6,6,6,0,0,1,8,-7,4.4,7.8,-3,18,EL,58ad9383
12,812,9,9,4,3,1,17,9,8,15.4,8.4,6,18,EL,58ae47b2
6,540,6,6,6,0,0,7,8,-1,5.9,7.2,-1,18,EL,58dda688
9,741,8,8,8,1,1,13,9,4,11.7,10.6,1,18,EL,59b7d823
5,229,2,2,1,3,0,1,12,-11,2.2,5.2,-3,18,EL,59e6e5bf
2,180,2,2,2,0,7,5,2,3,2.7,3.7,-1,18,EL,59f0c185
2,119,1,1,1,1,4,2,1,1,0.9,1.6,0,18,EL,5a1c49d1
3,270,3,3,3,0,3,7,4,3,3.8,3.8,0,18,EL,5a5d394c
4,305,3,3,1,1,0,4,3,1,3.4,4.6,-1,18,EL,5a969ba8
3,117,1,1,1,2,5,2,3,-1,1.4,3.5,-2,18,EL,5ada5385
5,337,3,3,3,2,0,4,8,-4,5.2,3.9,1,18,EL,5b0b23dc
1,12,0,0,0,1,2,1,1,0,0.0,0.1,0,18,EL,5b61fba7
3,102,1,1,0,2,0,0,0,0,0.7,1.6,0,18,EL,5b6cf07c
5,416,4,5,4,0,0,6,7,-1,9.3,5.0,4,18,EL,5b887c7a
6,272,3,4,0,2,0,2,11,-9,1.7,9.1,-7,18,EL,5ba3c9cb
3,270,3,3,3,0,1,7,4,3,6.4,3.2,3,18,EL,5be28712
6,374,4,3,3,3,0,5,6,-1,3.4,6.2,-2,18,EL,5c46e908
9,684,7,8,3,1,0,14,6,8,12.7,8.5,4,18,EL,5c4dc0ff
5,288,3,3,3,2,2,13,2,11,12.3,2.0,10,18,EL,5c7845f6
2,106,1,1,1,1,2,1,1,0,0.8,1.0,0,18,EL,5c899683
6,498,5,6,3,0,0,7,8,-1,7.9,7.7,0,18,EL,5caa62a7
9,771,8,9,7,0,0,13,8,5,9.4,9.8,0,18,EL,5cb1d026
10,707,7,8,6,2,0,13,7,6,11.5,8.5,3,18,EL,5cdddffa
8,574,6,6,5,2,0,16,7,9,16.5,5.9,10,18,EL,5ce0b5ba
4,360,4,4,4,0,0,4,5,-1,6.6,3.8,2,18,EL,5d0d1ec7
5,263,2,2,2,3,1,2,3,-1,3.8,2.2,1,18,EL,5d13b8ab
4,255,2,3,1,1,1,3,9,-6,2.4,7.0,-4,18,EL,5d2bb85b
1,76,0,1,0,0,0,1,1,0,1.4,0.4,1,18,EL,5d311e8d
6,435,4,5,3,1,0,6,7,-1,6.9,4.6,2,18,EL,5d5219b1
2,120,1,1,1,1,0,1,0,1,1.5,1.3,0,18,EL,5db295be
6,467,5,4,4,2,0,6,13,-7,6.6,9.6,-3,18,EL,5db2faf1
8,720,8,8,8,0,0,3,3,0,9.5,8.2,1,18,EL,5e8936be
6,540,6,6,6,0,0,6,11,-5,6.1,9.8,-3,18,EL,5e91ddf8
4,314,3,3,3,1,2,3,7,-4,3.6,6.3,-2,18,EL,5ed9b537
2,180,2,2,2,0,4,1,7,-6,3.5,4.9,-1,18,EL,5f9970a0
7,630,7,7,7,0,1,9,11,-2,7.6,13.5,-5,18,EL,5fdd516f
6,382,4,5,0,1,0,4,8,-4,3.7,7.7,-4,18,EL,601299e9
3,67,0,1,0,2,3,0,2,-2,0.6,1.6,-1,18,EL,601be846
6,540,6,6,6,0,0,9,16,-7,6.7,10.3,-3,18,EL,602bb3f7
4,360,4,4,4,0,1,4,8,-4,5.6,4.4,1,18,EL,603cb947
5,450,5,5,5,0,0,9,12,-3,5.1,8.5,-3,18,EL,605873e1
3,270,3,3,3,0,3,8,5,3,7.2,2.8,4,18,EL,60713cb3
4,265,2,3,2,1,1,2,6,-4,2.9,4.1,-1,18,EL,60963682
8,358,4,3,1,5,2,7,5,2,4.9,4.9,0,18,EL,60e86875
3,230,2,3,1,0,0,4,6,-2,2.5,4.2,-1,18,EL,60fd5334
4,192,2,3,0,1,0,1,4,-3,2.9,1.4,1,18,EL,612cb8d3
5,424,4,5,3,0,0,4,7,-3,6.9,4.8,2,18,EL,615c4d8f
7,441,4,6,2,1,1,6,5,1,6.2,8.5,-2,18,EL,61ae3d36
3,270,3,3,3,0,0,5,4,1,3.8,3.1,0,18,EL,61b0b44d
9,734,8,8,8,1,0,14,8,6,12.9,10.2,2,18,EL,61f63784
1,34,0,0,0,1,1,0,1,-1,0.2,0.5,0,18,EL,6257811f
8,706,7,8,7,0,0,19,10,9,20.1,7.2,12,18,EL,625c144a
2,36,0,0,0,2,0,1,0,1,0.5,0.1,0,18,EL,62a0089e
8,572,6,6,0,2,0,0,0,0,0.0,0.0,0,18,EL,62e4f112
2,180,2,2,2,0,4,1,1,0,0.9,1.9,-1,18,EL,63a60d73
6,527,5,6,5,0,0,8,15,-7,6.4,9.8,-3,18,EL,63fe0133
5,97,1,0,0,5,0,3,1,2,1.2,1.0,0,18,EL,6407ce4d
6,507,5,6,5,0,0,1,8,-7,3.8,6.0,-2,18,EL,6419c6f7
1,3,0,0,0,1,5,0,0,0,0.0,0.1,0,18,EL,642bb0c6
6,458,5,5,5,1,1,9,7,2,9.3,7.4,1,18,EL,6434f10d
6,502,5,5,5,1,0,7,8,-1,6.8,5.9,1,18,EL,6435e737
3,179,2,2,1,1,2,1,4,-3,1.3,3.1,-1,18,EL,6448e765
2,53,0,0,0,2,1,1,2,-1,1.0,1.5,0,18,EL,644faf10
6,329,3,4,0,2,0,8,4,4,3.8,3.9,0,18,EL,64a674d9
6,413,4,4,4,2,0,4,6,-2,4.9,5.9,-1,18,EL,64ded08c
8,708,7,8,7,0,0,3,3,0,8.7,8.2,0,18,EL,64e801aa
6,450,5,5,4,1,1,7,8,-1,4.1,8.1,-4,18,EL,64ec2f85
4,360,4,4,4,0,4,3,3,0,3.5,4.5,-1,18,EL,6503ae16
2,95,1,1,0,1,1,1,1,0,0.8,1.1,0,18,EL,65166f80
2,180,2,2,2,0,0,1,3,-2,1.4,2.3,0,18,EL,6554bb97
4,66,0,1,0,3,2,0,1,-1,0.4,0.2,0,18,EL,65adf2db
8,575,6,6,6,2,1,13,2,11,9.8,5.7,4,18,EL,65d750b5
4,134,1,1,0,3,2,3,2,1,2.1,2.8,0,18,EL,6603fed7
5,450,5,5,5,0,1,5,5,0,6.9,6.5,0,18,EL,6613c819
4,360,4,4,4,0,2,2,3,-1,2.6,4.5,-1,18,EL,668f2f7c
1,14,0,0,0,1,0,0,0,0,0.1,0.2,0,18,EL,676ff98c
2,152,1,2,1,0,0,1,3,-2,1.1,2.1,-1,18,EL,6800f515
6,487,5,5,5,1,0,1,9,-8,3.8,6.6,-2,18,EL,6809ec76
6,431,4,5,1,1,1,8,4,4,9.9,4.5,5,18,EL,68252d6d
1,67,0,1,0,0,2,1,1,0,0.3,0.3,0,18,EL,683b919f
5,318,3,4,2,1,1,2,9,-7,4.9,7.6,-2,18,EL,685857dc
4,360,4,4,4,0,2,6,4,2,5.6,4.0,1,18,EL,68635c10
3,242,2,3,2,0,1,4,4,0,3.6,4.0,0,18,EL,68829001
1,6,0,0,0,1,1,0,0,0,0.2,0.1,0,18,EL,68a87d66
5,375,4,4,1,1,0,7,9,-2,5.8,7.2,-1,18,EL,692d8bb0
3,203,2,3,2,0,1,2,1,1,1.6,1.5,0,18,EL,69960ac3
4,360,4,4,4,0,0,6,7,-1,5.4,4.3,1,18,EL,699fb8db
4,277,3,3,0,1,0,0,0,0,0.0,0.0,0,18,EL,6a5a9744
10,794,8,9,4,1,0,12,11,1,12.9,10.0,2,18,EL,6a99e0b1
5,450,5,5,5,0,0,4,8,-4,4.0,6.4,-2,18,EL,6b2c894b
5,406,4,5,4,0,0,6,5,1,6.5,5.6,0,18,EL,6b6cbca4
2,102,1,1,1,1,1,2,0,2,2.0,1.4,0,18,EL,6b85f966
1,21,0,0,0,1,0,0,0,0,0.1,0.3,0,18,EL,6b8b53d7
14,584,6,4,3,10,1,3,6,-3,7.6,7.8,0,18,EL,6bb2c084
1,18,0,0,0,1,0,0,0,0,0.0,0.2,0,18,EL,6be86f3d
4,360,4,4,4,0,4,4,6,-2,3.6,5.0,-1,18,EL,6bfaecc4
4,360,4,4,4,0,1,7,9,-2,4.4,4.7,0,18,EL,6bff8a73
2,180,2,2,2,0,2,2,3,-1,2.9,2.8,0,18,EL,6c228bb6
6,451,5,5,4,1,0,5,10,-5,5.9,5.5,0,18,EL,6c6a3300
5,450,5,5,5,0,0,6,6,0,5.6,6.2,0,18,EL,6c6e2719
3,175,1,2,1,1,0,1,2,-1,1.7,3.0,-1,18,EL,6c7e441a
6,334,3,3,1,3,4,7,4,3,6.0,3.2,2,18,EL,6ca5ec4b
5,386,4,5,3,0,0,4,7,-3,4.7,4.7,0,18,EL,6cafd68d
6,540,6,6,6,0,0,3,20,-17,3.6,16.8,-13,18,EL,6cd38213
2,165,1,2,1,0,2,1,7,-6,0.4,2.9,-2,18,EL,6ceef869
2,180,2,2,2,0,0,3,4,-1,1.9,2.2,0,18,EL,6d3f2898
7,528,5,5,5,2,1,10,7,3,9.8,7.2,2,18,EL,6dce77a5
2,92,1,1,1,1,0,0,1,-1,0.7,0.9,0,18,EL,6dfd8f05
7,606,6,7,5,0,0,16,6,10,13.7,7.6,6,18,EL,6e4df551
7,522,5,5,2,2,0,7,4,3,7.9,4.0,3,18,EL,6e5497ca
13,1066,11,12,8,1,2,11,13,-2,15.2,12.0,3,18,EL,6e7f1353
6,392,4,5,2,1,0,4,4,0,3.5,4.3,0,18,EL,6e8272e0
2,180,2,2,2,0,3,1,2,-1,1.5,2.1,0,18,EL,6e905b8d
4,271,3,3,3,1,3,3,6,-3,2.4,7.3,-4,18,EL,6f4cf369
2,180,2,2,2,0,1,9,0,9,9.5,0.8,8,18,EL,6f5f82c0
9,769,8,8,7,1,0,18,10,8,14.5,10.9,3,18,EL,6f639ec7
9,546,6,5,3,4,1,13,10,3,9.9,8.9,1,18,EL,6fd1ba62
1,90,1,1,1,0,7,0,0,0,0.8,0.3,0,18,EL,705f5269
6,136,1,1,0,5,1,3,1,2,2.7,1.5,1,18,EL,706a60e1
6,107,1,0,0,6,0,0,1,-1,2.0,0.9,1,18,EL,70a9cba5
6,540,6,6,6,0,0,6,11,-5,6.1,9.8,-3,18,EL,70c52749
1,11,0,0,0,1,2,0,0,0,0.4,0.0,0,18,EL,70e5566a
3,270,3,3,3,0,5,7,3,4,7.4,3.4,4,18,EL,71672fa0
8,720,8,8,8,0,0,9,12,-3,8.8,13.0,-4,18,EL,71a998b9
9,765,8,9,8,0,1,17,13,4,16.6,12.5,4,18,EL,71d5ca31
9,764,8,8,8,1,1,16,7,9,14.3,8.3,6,18,EL,71ec39ef
2,131,1,1,0,1,1,1,2,-1,2.1,2.3,0,18,EL,7214c684
1,17,0,0,0,1,1,0,0,0,0.1,0.3,0,18,EL,721608e5
5,377,4,4,4,1,1,6,6,0,4.5,5.1,0,18,EL,729e3e14
2,107,1,2,0,0,3,1,1,0,0.8,1.1,0,18,EL,72c812f3
9,740,8,9,2,0,1,7,8,-1,10.6,12.3,-1,18,EL,731e29b8
1,17,0,0,0,1,3,0,0,0,0.8,0.0,0,18,EL,73221bb0
3,189,2,3,0,0,1,4,4,0,2.3,3.1,0,18,EL,7352dca8
1,74,0,1,0,0,0,0,2,-2,0.8,0.6,0,18,EL,741e058f
6,540,6,6,6,0,0,6,16,-10,5.7,13.7,-8,18,EL,746b64a7
8,731,8,8,7,0,0,13,11,2,10.1,9.7,0,18,EL,7483d9f9
10,595,6,8,1,2,0,9,8,1,10.1,9.0,1,18,EL,74bafc9c
3,242,2,3,2,0,0,2,4,-2,4.7,4.4,0,18,EL,74d70fb5
6,540,6,6,6,0,0,8,4,4,8.1,8.9,0,18,EL,75229233
7,309,3,2,0,5,0,4,2,2,4.9,5.3,0,18,EL,762179d9
6,465,5,5,5,1,0,7,8,-1,4.7,8.1,-3,18,EL,7628b359
8,750,8,8,8,0,7,12,7,5,12.8,6.9,5,18,EL,76806215
1,2,0,0,0,1,5,0,0,0,0.0,0.2,0,18,EL,768667c0
1,13,0,0,0,1,0,0,0,0,0.3,0.8,0,18,EL,768a35ac
5,330,3,4,2,1,4,3,4,-1,3.6,6.5,-2,18,EL,76d5857d
6,527,5,6,5,0,0,4,14,-10,4.2,12.4,-8,18,EL,76d753f8
4,303,3,3,3,1,0,3,9,-6,3.6,4.9,-1,18,EL,76dd1480
3,124,1,1,0,2,1,4,1,3,2.4,1.3,1,18,EL,76ecfb22
5,450,5,5,5,0,1,5,11,-6,3.7,11.2,-7,18,EL,7750462c
4,340,3,4,3,0,2,4,7,-3,6.0,5.5,0,18,EL,77cf8da0
4,360,4,4,4,0,5,6,5,1,6.2,4.4,1,18,EL,77d7c96f
11,447,5,4,1,7,3,6,3,3,6.2,5.7,0,18,EL,77f278a0
2,12,0,0,0,2,1,0,0,0,0.1,0.1,0,18,EL,781b698a
2,115,1,1,1,1,0,2,3,-1,1.6,2.8,-1,18,EL,78841da9
5,169,1,1,0,4,1,2,3,-1,1.3,2.0,0,18,EL,78952998
4,334,3,3,3,1,1,6,5,1,5.4,5.9,0,18,EL,79019bf4
2,80,0,1,0,1,4,2,0,2,1.9,0.5,1,18,EL,79370f8c
2,180,2,2,2,0,4,3,2,1,2.5,1.0,1,18,EL,794e2914
5,369,4,4,3,1,0,4,4,0,6.2,4.2,2,18,EL,799caf80
6,570,6,6,6,0,0,10,8,2,12.7,6.9,5,18,EL,79b0d6a0
3,236,2,3,2,0,0,5,4,1,3.7,2.6,1,18,EL,79c90e45
4,279,3,3,2,1,1,3,1,2,4.8,3.1,1,18,EL,79ca3e23
3,200,2,3,2,0,0,2,4,-2,1.7,4.8,-3,18,EL,7a2cf111
2,136,1,2,1,0,1,2,2,0,2.3,1.3,1,18,EL,7aac47fe
2,111,1,1,1,1,1,4,3,1,1.7,1.1,0,18,EL,7abbf224
1,1,0,0,0,1,3,0,0,0,0.0,0.0,0,18,EL,7b4a62af
6,540,6,6,6,0,2,11,6,5,11.3,8.6,2,18,EL,7b66eec0
3,263,2,3,2,0,3,4,4,0,3.1,2.2,0,18,EL,7b9ecf02
3,222,2,3,2,0,0,5,7,-2,4.2,2.7,1,18,EL,7beecde1
5,372,4,4,4,1,1,5,8,-3,4.8,7.3,-2,18,EL,7bfd96fd
3,224,2,2,2,1,2,4,4,0,2.6,2.5,0,18,EL,7c104bb7
2,180,2,2,2,0,0,1,0,1,2.4,2.3,0,18,EL,7c1a0c67
8,720,8,8,8,0,0,17,13,4,16.0,12.4,3,18,EL,7c224498
3,227,2,2,2,1,2,3,6,-3,2.8,4.0,-1,18,EL,7ca9f0f0
8,720,8,8,8,0,0,7,9,-2,7.1,9.5,-2,18,EL,7cd78926
3,51,0,0,0,3,2,0,0,0,1.6,0.3,1,18,EL,7d74f9fd
4,360,4,4,4,0,1,2,6,-4,3.1,5.3,-2,18,EL,7d974435
8,284,3,3,0,5,2,6,3,3,3.4,3.4,0,18,EL,7dca49f6
3,259,2,3,2,0,3,6,3,3,5.8,2.2,3,18,EL,7e56d3db
3,189,2,2,2,1,2,4,2,2,2.7,2.8,0,18,EL,7e925fa3
8,717,8,8,7,0,1,18,6,12,11.8,7.2,4,18,EL,7e927fda
3,168,1,2,1,1,1,5,3,2,3.5,1.7,1,18,EL,7eb97a8e
1,30,0,0,0,1,0,0,0,0,0.5,0.1,0,18,EL,7ebfac0f
2,100,1,2,1,0,0,1,3,-2,1.3,1.7,0,18,EL,7f5ca4f8
4,316,3,3,2,1,0,5,6,-1,4.2,3.1,1,18,EL,7f609bfc
7,544,6,6,5,1,1,7,6,1,9.9,6.2,3,18,EL,7f78ad23
10,547,6,5,4,5,0,18,8,10,13.3,6.0,7,18,EL,7fd58fe3
10,689,7,8,4,2,0,9,13,-4,6.6,8.8,-2,18,EL,807e869a
5,438,4,5,4,0,1,6,6,0,6.7,5.2,1,18,EL,808d48f3
1,90,1,1,1,0,2,2,1,1,0.9,0.5,0,18,EL,80a479ab
5,428,4,5,4,0,1,3,8,-5,2.3,7.1,-4,18,EL,810486a5
6,402,4,4,2,2,0,8,5,3,8.4,4.2,4,18,EL,81442ecb
2,180,2,2,2,0,1,2,2,0,1.7,2.2,0,18,EL,816192f0
2,104,1,1,0,1,4,0,2,-2,0.6,0.8,0,18,EL,816cdcbb
4,135,1,1,1,3,1,2,1,1,0.8,0.8,0,18,EL,819f3a54
6,540,6,6,6,0,0,1,10,-9,4.2,7.3,-3,18,EL,81b013ec
4,335,3,3,3,1,2,4,6,-2,4.1,7.2,-3,18,EL,81fa2f75
10,892,9,10,9,0,0,21,9,12,13.6,12.6,1,18,EL,8229a21c
6,540,6,6,6,0,0,6,16,-10,5.7,13.7,-8,18,EL,826313e2
15,1326,14,15,12,0,0,20,14,6,21.9,14.2,7,18,EL,82671804
4,324,3,4,2,0,2,0,6,-6,2.3,5.2,-2,18,EL,8270ccf9
7,503,5,7,1,0,1,6,7,-1,9.8,5.3,4,18,EL,82927de4
10,900,10,10,10,0,0,23,9,14,19.3,10.7,8,18,EL,82b1198a
4,203,2,2,1,2,0,4,7,-3,3.4,3.6,0,18,EL,833fb62e
5,320,3,3,1,2,1,1,3,-2,2.2,3.7,-1,18,EL,8395ab90
7,485,5,6,3,1,1,4,5,-1,5.1,5.9,0,18,EL,83b9c48f
6,287,3,3,1,3,1,4,3,1,5.6,2.3,3,18,EL,84399660
3,300,3,3,3,0,6,7,5,2,4.4,5.6,-1,18,EL,8454388c
4,97,1,1,0,3,2,1,1,0,0.6,2.9,-2,18,EL,84549a07
2,25,0,0,0,2,4,1,0,1,1.0,0.1,1,18,EL,84566787
3,109,1,1,1,2,1,2,5,-3,2.0,3.5,-1,18,EL,8494acc4
7,525,5,6,5,1,1,16,6,10,16.1,4.6,11,18,EL,8497faf7
4,360,4,4,4,0,0,7,8,-1,4.9,8.8,-3,18,EL,84ad89fa
6,540,6,6,6,0,0,9,9,0,6.4,12.3,-6,18,EL,84cef920
5,450,5,5,4,0,0,5,7,-2,3.5,7.9,-4,18,EL,84e5adcd
2,41,0,0,0,2,0,0,1,-1,0.2,1.2,-1,18,EL,8530dd74
7,615,6,7,5,0,2,18,6,12,9.8,9.5,0,18,EL,85f8571a
4,287,3,3,3,1,2,3,7,-4,2.5,5.2,-2,18,EL,85fd00dd
6,494,5,5,5,1,1,5,9,-4,3.7,6.2,-2,18,EL,86dd16a8
5,392,4,4,3,1,1,3,7,-4,4.1,7.7,-3,18,EL,8746d5d0
2,180,2,2,2,0,4,2,1,1,2.4,1.7,0,18,EL,87c7c2b1
6,520,5,6,2,0,0,5,10,-5,5.6,9.0,-3,18,EL,884a8908
3,74,0,1,0,2,1,0,0,0,1.5,0.2,1,18,EL,889b3bd7
3,270,3,3,2,0,0,4,3,1,3.7,3.8,0,18,EL,88a9ea33
8,720,8,8,8,0,0,14,13,1,9.2,12.4,-3,18,EL,88b748d2
6,540,6,6,6,0,0,3,20,-17,3.6,16.8,-13,18,EL,88cd098e
3,270,3,3,3,0,1,5,4,1,5.2,4.4,0,18,EL,88d4144a
1,44,0,0,0,1,0,1,2,-1,1.4,0.6,0,18,EL,88e357ef
3,224,2,2,2,1,0,2,2,0,3.4,4.2,0,18,EL,89565ac5
5,272,3,3,1,2,0,2,3,-1,3.4,2.8,0,18,EL,896c126c
1,90,1,1,1,0,0,2,0,2,1.8,0.3,1,18,EL,89b2c8a9
4,360,4,4,4,0,4,5,6,-1,4.7,4.3,0,18,EL,8a2248b4
8,720,8,8,8,0,0,17,7,10,11.2,9.0,2,18,EL,8a6ab963
4,360,4,4,4,0,4,3,9,-6,3.7,9.0,-5,18,EL,8b3fd3af
6,455,5,6,3,0,1,11,5,6,13.7,4.6,9,18,EL,8c3c640c
2,180,2,2,2,0,0,3,3,0,2.8,3.0,0,18,EL,8cc29864
2,121,1,2,0,0,0,2,1,1,1.6,1.7,0,18,EL,8ce063f9
2,97,1,1,1,1,3,0,2,-2,1.0,1.7,0,18,EL,8cfcf5bb
1,44,0,1,0,0,0,0,3,-3,0.0,1.5,-1,18,EL,8d3bca49
3,85,0,1,0,2,2,0,1,-1,0.6,1.1,0,18,EL,8d3d3b0a
6,81,0,0,0,6,0,2,3,-1,0.6,1.5,0,18,EL,8da74c05
14,1262,14,13,13,1,0,18,13,5,19.7,14.3,5,18,EL,8dbff17c
2,13,0,0,0,2,1,0,1,-1,0.1,0.6,0,18,EL,8e19242c
3,57,0,0,0,3,1,2,0,2,1.8,1.0,0,18,EL,8e92be30
6,475,5,6,5,0,0,4,14,-10,4.0,11.6,-7,18,EL,8ed1d91b
14,883,9,10,6,4,0,18,9,9,13.2,10.3,2,18,EL,8f056768
6,453,5,5,5,1,0,6,13,-7,6.8,9.5,-2,18,EL,8f299faf
8,720,8,8,8,0,0,3,3,0,9.5,8.2,1,18,EL,8f4d116f
10,689,7,8,3,2,0,13,6,7,11.9,8.0,3,18,EL,8f696594
7,528,5,6,4,1,0,12,10,2,8.8,9.6,0,18,EL,8ff07990
8,720,8,8,8,0,0,9,12,-3,8.8,13.0,-4,18,EL,903b3b77
3,78,0,1,0,2,3,1,6,-5,0.5,2.2,-1,18,EL,90624e56
3,270,3,3,3,0,3,3,4,-1,3.1,3.4,0,18,EL,908eea67
10,900,10,10,10,0,0,14,13,1,14.4,13.2,1,18,EL,9109185e
6,504,5,6,4,0,0,9,9,0,6.3,8.9,-2,18,EL,91538ba3
5,217,2,3,1,2,1,0,5,-5,1.2,4.3,-3,18,EL,917ddcdf
5,376,4,4,4,1,3,8,3,5,7.9,3.5,4,18,EL,91899ca8
7,462,5,5,5,2,1,13,5,8,10.9,5.1,5,18,EL,921f6058
4,354,3,4,3,0,0,7,1,6,6.4,3.2,3,18,EL,92232aad
3,247,2,3,2,0,0,4,8,-4,3.2,4.5,-1,18,EL,9228b07c
5,324,3,4,2,1,1,4,4,0,3.1,4.4,-1,18,EL,923f4dda
14,1219,13,14,5,0,0,20,13,7,15.7,12.5,3,18,EL,92432bc6
3,42,0,0,0,3,1,1,2,-1,1.3,0.6,0,18,EL,9243fea6
3,191,2,2,1,1,3,2,2,0,1.4,2.6,-1,18,EL,92948149
8,720,8,8,8,0,0,10,8,2,10.0,11.8,-1,18,EL,92c62328
3,48,0,0,0,3,1,0,0,0,0.4,0.3,0,18,EL,92fffd91
1,65,0,1,0,0,0,0,0,0,0.8,0.5,0,18,EL,936d9e3e
5,450,5,5,5,0,0,4,1,3,5.4,2.8,2,18,EL,93a194e1
4,360,4,4,4,0,2,4,6,-2,5.8,4.5,1,18,EL,93a50d2c
6,414,4,6,0,0,0,4,2,2,4.2,4.3,0,18,EL,93b0fa3c
9,520,5,6,4,3,2,11,8,3,9.9,6.2,3,18,EL,93b891d1
5,267,3,4,2,1,0,4,4,0,2.7,5.8,-3,18,EL,93bf37c5
8,720,8,8,8,0,0,7,9,-2,7.1,9.5,-2,18,EL,94d260aa
13,1200,13,13,13,0,0,19,12,7,15.5,12.7,2,18,EL,94f8d10c
4,360,4,4,4,0,3,9,5,4,5.0,8.2,-3,18,EL,950ff24d
3,176,2,3,0,0,0,3,3,0,3.0,1.8,1,18,EL,951a4ee4
5,209,2,2,1,3,3,2,2,0,3.4,2.4,1,18,EL,951f1739
5,404,4,4,4,1,0,5,6,-1,4.4,5.4,-1,18,EL,958aba30
6,540,6,6,6,0,0,4,4,0,7.6,5.9,1,18,EL,95a34045
7,589,6,7,5,0,1,11,8,3,11.8,7.5,4,18,EL,963829d0
6,366,4,4,4,2,0,3,4,-1,4.8,3.2,1,18,EL,9674002f
6,132,1,1,0,5,1,2,2,0,1.4,1.5,0,18,EL,96f2d977
1,90,1,1,1,0,1,2,1,1,0.6,0.5,0,18,EL,972d595a
1,46,0,1,0,0,0,0,1,-1,0.9,0.6,0,18,EL,9731ab71
6,342,3,4,1,2,0,7,7,0,4.8,6.0,-1,18,EL,97bfa797
3,19,0,0,0,3,1,2,1,1,1.1,0.8,0,18,EL,9804ba8b
1,45,0,0,0,1,0,0,0,0,0.4,0.2,0,18,EL,9836e892
7,615,6,7,5,0,0,8,7,1,6.2,8.9,-2,18,EL,9866afec
8,720,8,8,8,0,0,17,8,9,15.6,8.8,6,18,EL,98d2c2c4
1,90,1,1,1,0,0,1,1,0,0.8,0.9,0,18,EL,98daa26a
5,282,3,2,1,3,1,1,5,-4,1.7,4.1,-2,18,EL,998d5709
5,349,3,4,3,1,3,4,6,-2,3.1,6.1,-3,18,EL,99a5321f
2,134,1,1,1,1,0,3,2,1,1.4,1.4,0,18,EL,99de6b6f
6,534,5,6,5,0,3,12,3,9,10.2,5.5,4,18,EL,9a1f2e1c
6,326,3,3,2,3,0,6,5,1,6.0,3.7,2,18,EL,9a2e0ccc
5,450,5,5,5,0,0,4,3,1,4.2,4.1,0,18,EL,9a34c46d
4,356,4,4,3,0,1,6,2,4,4.3,4.2,0,18,EL,9a493fb7
3,169,1,2,1,1,1,1,5,-4,1.2,2.1,0,18,EL,9a6cfc02
6,520,5,6,5,0,2,12,6,6,9.3,6.7,2,18,EL,9ae9eaea
2,166,1,2,1,0,4,3,2,1,2.3,0.9,1,18,EL,9b6df52f
13,1029,11,12,8,1,0,23,11,12,22.7,13.4,9,18,EL,9c318325
2,180,2,2,0,0,0,0,0,0,0.0,0.0,0,18,EL,9cc4ae6d
3,153,1,2,1,1,1,4,1,3,1.7,1.7,0,18,EL,9d01ec0f
6,540,6,6,6,0,0,6,10,-4,4.0,9.5,-5,18,EL,9d0f626a
4,360,4,4,4,0,0,5,5,0,5.5,6.5,-1,18,EL,9d12e142
5,336,3,4,2,1,1,8,4,4,6.1,5.5,0,18,EL,9d1e8e76
4,232,2,2,2,2,1,2,8,-6,2.1,4.0,-2,18,EL,9d1f0c99
6,297,3,4,0,2,1,4,5,-1,5.9,4.9,1,18,EL,9d4c45d6
7,556,6,7,1,0,0,7,7,0,6.0,7.0,-1,18,EL,9d971f13
4,331,3,4,2,0,0,6,5,1,7.3,5.3,2,18,EL,9dbb75ca
1,16,0,0,0,1,3,0,0,0,0.1,0.0,0,18,EL,9dc39955
6,294,3,3,1,3,0,0,4,-4,2.6,3.3,0,18,EL,9deab2db
4,226,2,3,1,1,0,3,3,0,2.1,4.0,-2,18,EL,9efa1d25
2,180,2,2,2,0,1,1,4,-3,2.4,3.8,-1,18,EL,9f0ea33f
2,180,2,2,2,0,0,3,7,-4,1.7,4.2,-2,18,EL,9f156830
7,369,4,3,2,4,0,13,8,5,11.3,3.8,7,18,EL,9f1893b9
4,360,4,4,4,0,1,6,8,-2,4.8,6.0,-1,18,EL,9f323c71
3,236,2,3,2,0,0,1,4,-3,2.3,3.0,0,18,EL,9f381d8b
3,226,2,3,2,0,1,2,4,-2,1.5,3.2,-1,18,EL,9f979eb2
