y_card,r_card,two_y_card,fouls,fouled,offside,pens_won,pens_con,own_goal,recov,aerials_won,aerials_lost,aerials_attempted,season,comp,id
1,0,0,17,30,7,1,0,0,71,43,53,96,18,ENG,ac05f970
0,0,0,2,2,0,0,0,0,26,15,10,25,18,ENG,ac7d7378
4,0,0,23,8,1,0,0,0,170,81,61,142,18,ENG,ac861941
0,0,0,19,18,2,0,0,0,127,32,34,66,18,ENG,ad1ffcfd
7,0,0,35,23,1,0,0,0,183,6,14,20,18,ENG,ad7b19ef
5,0,0,32,26,9,0,0,1,156,47,50,97,18,ENG,ae0a7ddf
2,0,0,31,15,20,1,0,0,27,34,67,101,18,ENG,af721f98
2,1,0,8,8,0,0,0,0,40,7,4,11,18,ENG,aff418dc
0,0,0,4,0,0,0,0,0,5,0,5,5,18,ENG,b070482d
1,0,0,27,28,2,0,0,0,81,6,12,18,18,ENG,b0c71810
3,0,0,21,14,1,0,0,0,83,11,30,41,18,ENG,b1313ec4
1,0,0,7,17,1,0,0,0,87,14,20,34,18,ENG,b18095b6
0,0,0,0,2,0,0,0,0,4,5,1,6,18,ENG,b1b25949
3,0,0,19,10,1,0,0,0,123,56,21,77,18,ENG,b217ef29
0,0,0,0,0,1,0,0,0,10,0,1,1,18,ENG,b27b49b4
3,0,0,10,46,6,2,0,0,182,3,13,16,18,ENG,b28bbd58
5,0,0,45,76,19,4,0,0,124,4,15,19,18,ENG,b2bc3b1f
4,0,0,42,55,28,0,0,0,135,162,207,369,18,ENG,b318a643
4,2,1,39,58,19,6,1,0,109,7,24,31,18,ENG,b400bde0
6,2,1,28,14,6,0,0,0,24,74,48,122,18,ENG,b581987a
0,0,0,9,13,4,1,0,0,17,22,38,60,18,ENG,b63f4077
6,0,0,28,18,15,0,0,0,53,21,44,65,18,ENG,b66315ae
4,0,0,24,14,2,0,0,0,139,108,48,156,18,ENG,b6964eb6
3,0,0,44,16,0,0,0,0,141,57,55,112,18,ENG,b7d082af
5,1,0,20,26,2,0,1,0,172,11,15,26,18,ENG,b827d5b3
1,0,0,7,1,0,0,0,0,19,0,4,4,18,ENG,b92dd711
5,0,0,42,14,1,0,0,0,173,23,37,60,18,ENG,b98570d1
3,0,0,41,15,1,0,0,0,312,16,31,47,18,ENG,b9fbae28
3,0,0,27,24,0,0,0,0,124,20,26,46,18,ENG,ba1e04b3
4,0,0,20,25,1,0,1,0,247,116,66,182,18,ENG,ba23a904
3,0,0,29,22,7,1,0,0,135,19,42,61,18,ENG,bb5fbd2b
1,0,0,1,1,0,0,0,0,2,0,2,2,18,ENG,bcf30f17
0,0,0,0,1,0,0,0,0,6,1,0,1,18,ENG,bd1d1cbb
3,0,0,11,7,0,0,0,0,28,8,7,15,18,ENG,bd8a7d05
5,0,0,25,12,0,0,0,0,75,18,27,45,18,ENG,bda6ffd4
7,0,0,29,35,1,0,0,0,168,19,21,40,18,ENG,be927d03
0,0,0,3,3,1,0,0,0,17,13,23,36,18,ENG,bf54c8cc
4,1,0,12,15,0,0,0,0,66,15,16,31,18,ENG,c0e27d1a
1,0,0,5,0,0,0,0,0,9,5,4,9,18,ENG,c204f844
1,0,0,11,5,12,1,0,0,31,17,51,68,18,ENG,c24dba2a
0,0,0,0,1,0,0,0,0,13,0,0,0,18,ENG,c3e39f12
0,0,0,1,3,1,0,0,0,9,1,3,4,18,ENG,c5942695
0,0,0,37,35,20,0,0,0,64,21,79,100,18,ENG,c596fcb0
3,0,0,21,10,4,0,0,0,138,128,85,213,18,ENG,c5b7c315
0,0,0,0,2,0,0,0,0,10,1,0,1,18,ENG,c5bdb6e3
1,0,0,3,2,0,0,0,0,13,3,4,7,18,ENG,c5f13182
3,0,0,13,2,0,0,0,0,28,47,32,79,18,ENG,c61f1719
1,0,0,13,8,0,0,1,0,74,12,12,24,18,ENG,c6896eab
3,1,0,24,50,12,0,0,0,111,27,60,87,18,ENG,c691bfe2
0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG,c7aee75b
2,0,0,17,9,4,0,0,0,36,6,17,23,18,ENG,c92e1a31
7,0,0,30,12,0,0,0,0,69,48,44,92,18,ENG,c951a6df
2,0,0,20,13,14,2,0,0,108,15,30,45,18,ENG,ca2bc3df
1,0,0,4,1,0,0,0,0,9,1,2,3,18,ENG,ca9178af
0,0,0,0,0,0,0,0,0,0,0,1,1,18,ENG,caa1a7f0
3,2,1,19,15,0,1,0,0,142,65,38,103,18,ENG,caffaf5a
0,0,0,1,1,0,0,1,0,16,4,0,4,18,ENG,cb4f24c6
3,0,0,7,12,0,0,0,0,57,23,12,35,18,ENG,cc2d7ad5
0,0,0,0,3,0,0,0,1,55,6,0,6,18,ENG,cc70a1d5
3,0,0,12,1,3,0,0,0,133,5,17,22,18,ENG,cd1acf9d
0,0,0,0,1,0,0,0,1,14,2,0,2,18,ENG,cde3309f
1,0,0,19,21,1,0,0,0,145,109,31,140,18,ENG,ce4246f5
1,0,0,13,20,4,0,0,0,38,23,33,56,18,ENG,ce5143da
0,0,0,2,0,0,0,0,0,3,0,1,1,18,ENG,ce9c203e
7,0,0,43,84,5,1,0,0,181,28,49,77,18,ENG,cea4ee8f
5,0,0,45,28,0,0,0,0,177,38,50,88,18,ENG,cee31595
0,0,0,8,8,3,1,0,0,137,14,26,40,18,ENG,cf15bbb1
2,0,0,16,13,0,0,0,1,140,29,28,57,18,ENG,cfd5e123
4,0,0,19,20,1,0,0,0,54,18,22,40,18,ENG,cfe6238d
3,0,0,12,12,1,0,0,0,57,32,39,71,18,ENG,d0042ab9
1,0,0,1,14,1,0,0,0,33,14,11,25,18,ENG,d07e3b41
4,0,0,30,29,0,0,0,0,139,38,39,77,18,ENG,d080ed5e
2,0,0,1,3,0,0,0,0,55,4,0,4,18,ENG,d0b3ceb9
2,2,1,13,23,4,0,0,0,129,66,61,127,18,ENG,d2424d1b
6,0,0,18,1,0,0,0,0,91,42,12,54,18,ENG,d2bff301
3,0,0,14,6,1,0,1,0,73,25,12,37,18,ENG,d328a254
3,0,0,19,11,1,0,0,0,220,120,70,190,18,ENG,d368feb8
3,0,0,2,2,0,0,1,0,47,4,0,4,18,ENG,d436eb94
3,0,0,19,17,2,0,1,0,155,62,62,124,18,ENG,d4cb83cc
0,0,0,6,45,1,0,0,0,103,8,25,33,18,ENG,d56543a0
0,0,0,1,3,0,0,1,0,32,12,0,12,18,ENG,d596e193
0,0,0,1,8,10,0,0,0,29,8,28,36,18,ENG,d5dd5f1f
3,0,0,9,8,0,0,0,0,58,11,19,30,18,ENG,d6f88a1d
1,0,0,8,4,0,0,0,1,43,27,36,63,18,ENG,d7492450
2,0,0,9,11,1,1,0,0,75,15,14,29,18,ENG,d790907f
3,0,0,9,5,0,0,0,0,67,27,20,47,18,ENG,d79a8c87
0,0,0,0,0,0,0,0,0,5,2,0,2,18,ENG,d822a850
7,0,0,34,30,4,0,2,0,269,119,61,180,18,ENG,d8931174
2,0,0,7,16,0,0,0,0,44,11,10,21,18,ENG,d93c2511
1,0,0,11,10,0,0,0,0,24,8,22,30,18,ENG,d9cfca3d
2,1,0,63,87,8,0,0,0,141,50,120,170,18,ENG,da052c14
0,0,0,0,0,0,0,0,0,1,0,0,0,18,ENG,da2b8db3
1,1,0,25,18,0,0,0,1,164,73,61,134,18,ENG,da7b447d
1,0,0,10,5,0,0,1,0,71,28,29,57,18,ENG,dc6f5bdd
2,0,0,23,29,4,1,1,0,104,17,22,39,18,ENG,dd0daf32
0,0,0,8,9,0,0,0,0,82,7,24,31,18,ENG,de112b84
2,0,0,10,24,0,0,0,1,134,53,22,75,18,ENG,def899bd
1,0,0,11,5,0,0,0,0,37,10,6,16,18,ENG,df540668
1,0,0,14,21,0,0,2,0,140,137,50,187,18,ENG,e06683ca
2,0,0,13,9,0,0,0,0,78,17,15,32,18,ENG,e0900238
6,0,0,8,4,0,0,1,0,37,16,6,22,18,ENG,e0991c04
0,0,0,3,5,0,0,0,0,17,3,1,4,18,ENG,e0bc6fdc
5,0,0,21,36,4,0,0,0,135,14,10,24,18,ENG,e2716bd0
1,0,0,16,29,17,1,0,0,122,13,35,48,18,ENG,e342ad68
1,0,0,10,5,0,0,1,0,73,6,14,20,18,ENG,e3a5814e
2,0,0,30,33,2,1,0,0,207,14,16,30,18,ENG,e46012d4
0,0,0,1,3,0,0,0,0,18,1,2,3,18,ENG,e514ab62
3,0,0,23,28,22,0,0,0,45,67,91,158,18,ENG,e58a03c6
2,0,0,7,21,2,0,0,0,108,10,15,25,18,ENG,e5d01ecf
10,0,0,57,42,0,0,0,0,261,46,50,96,18,ENG,e61b8aee
3,0,0,23,27,9,1,0,0,143,28,41,69,18,ENG,e726e11e
0,0,0,5,4,0,0,0,0,34,19,17,36,18,ENG,e76cb9cc
0,0,0,13,3,1,0,0,0,20,21,38,59,18,ENG,e77dc3b2
8,0,0,20,14,1,0,1,0,124,115,66,181,18,ENG,e7ca0439
1,0,0,31,24,0,0,0,1,198,68,67,135,18,ENG,e860c42f
7,0,0,20,18,3,0,1,0,109,18,15,33,18,ENG,e9208654
0,0,0,6,2,3,0,0,0,17,20,21,41,18,ENG,e92cd3f7
1,0,0,17,62,3,1,0,0,130,32,55,87,18,ENG,e97fd090
5,0,0,27,19,2,0,0,0,178,104,89,193,18,ENG,eaeca114
1,0,0,13,17,4,0,0,0,173,15,29,44,18,ENG,eb58eef0
6,0,0,33,22,2,0,0,0,317,56,27,83,18,ENG,eb7822d7
2,0,0,21,5,0,0,0,0,56,20,15,35,18,ENG,ebd0a048
5,0,0,15,6,0,0,0,0,148,15,14,29,18,ENG,ec7e6ad1
2,0,0,17,16,2,0,0,0,84,9,19,28,18,ENG,ec9a28ce
0,0,0,1,3,0,0,0,0,0,0,3,3,18,ENG,ed1e53f3
0,0,0,7,3,4,0,0,0,12,26,46,72,18,ENG,eed56f6c
0,0,0,28,33,0,2,0,0,128,10,15,25,18,ENG,ef619b0b
0,0,0,0,0,0,0,0,0,6,0,0,0,18,ENG,efe6f6ac
0,0,0,14,20,0,0,0,0,76,7,27,34,18,ENG,f0021247
5,0,0,35,18,8,0,1,0,154,25,32,57,18,ENG,f07be45a
3,0,0,19,9,0,0,1,0,89,13,13,26,18,ENG,f15a50e8
1,0,0,12,8,9,0,0,0,21,2,17,19,18,ENG,f1e8372d
5,0,0,29,21,2,0,2,1,129,72,60,132,18,ENG,f25b010f
9,0,0,60,50,35,3,0,0,69,115,143,258,18,ENG,f2f29dda
0,0,0,0,0,0,0,0,0,4,2,1,3,18,ENG,f3709655
0,0,0,0,0,0,0,0,0,0,2,0,2,18,ENG,f42456eb
6,0,0,26,31,8,0,0,0,193,59,52,111,18,ENG,f4290206
0,0,0,3,0,0,0,0,0,44,14,14,28,18,ENG,f520049f
0,0,0,15,27,9,0,0,0,41,39,58,97,18,ENG,f586779e
1,0,0,10,9,0,0,0,0,94,21,24,45,18,ENG,f5deef4c
5,0,0,21,9,2,0,0,0,76,42,28,70,18,ENG,f5e6d08d
4,0,0,14,26,2,0,0,0,160,77,59,136,18,ENG,f5efb153
0,0,0,2,5,0,0,0,0,14,5,7,12,18,ENG,f631c17f
0,0,0,0,0,0,0,0,0,1,0,0,0,18,ENG,f6d7d690
2,0,0,18,33,2,0,0,0,179,39,49,88,18,ENG,f72293fc
2,0,0,1,3,0,0,0,0,20,2,1,3,18,ENG,f76e6b4e
3,0,0,8,1,0,0,0,0,57,14,29,43,18,ENG,f7d50789
6,0,0,48,28,0,0,0,0,181,9,14,23,18,ENG,f7ee69fb
5,0,0,36,7,4,0,2,0,175,35,57,92,18,ENG,f874dd44
7,0,0,26,27,0,0,0,1,142,54,34,88,18,ENG,f8fcd2a5
4,0,0,37,95,21,2,0,0,138,119,158,277,18,ENG,fa031b34
5,0,0,20,6,0,0,0,0,55,19,24,43,18,ENG,faf55ce4
2,1,0,20,25,6,0,0,0,35,24,43,67,18,ENG,fb2dec57
0,0,0,0,0,0,0,0,0,2,0,1,1,18,ENG,fc166e49
5,0,0,14,3,0,0,0,0,27,4,8,12,18,ENG,fd3f57ce
2,1,0,41,11,2,0,0,0,245,46,41,87,18,ENG,fdd85f94
0,0,0,1,0,0,0,0,0,0,0,0,0,18,ENG,fe012aca
6,0,0,28,46,2,0,0,0,222,10,14,24,18,ENG,ff527768
1,0,0,5,23,1,1,0,0,69,2,19,21,18,ENG,ff9fcd4d
1,0,0,3,4,4,0,0,0,13,13,26,39,18,ENG,ffec9769
3,0,0,30,12,21,0,1,0,48,22,24,46,19,ENG,00459419
1,0,0,2,0,0,0,0,0,5,2,3,5,19,ENG,00963611
8,0,0,26,22,0,0,0,0,76,37,43,80,19,ENG,01226327
7,0,0,36,13,2,0,0,1,257,40,36,76,19,ENG,02b29014
0,0,0,0,0,0,0,0,0,2,0,1,1,19,ENG,03e48abb
1,0,0,22,20,3,0,1,1,169,44,31,75,19,ENG,0420d84f
2,0,0,9,5,0,0,0,0,64,6,12,18,19,ENG,0442183b
0,0,0,4,3,0,0,0,0,7,3,8,11,19,ENG,059948df
0,0,0,1,0,0,0,0,0,1,1,0,1,19,ENG,074d8166
1,0,0,16,22,6,3,0,0,74,19,58,77,19,ENG,07802f7f
0,0,0,1,1,0,0,0,0,1,1,1,2,19,ENG,07ace8c3
2,0,0,19,8,6,0,1,0,76,11,18,29,19,ENG,08452314
2,0,0,7,4,0,0,0,0,32,3,3,6,19,ENG,08aa17d0
1,0,0,10,1,0,0,0,0,52,23,11,34,19,ENG,099e666f
6,0,0,32,20,9,0,3,0,152,225,113,338,19,ENG,09fec029
12,0,0,37,11,1,0,2,0,133,119,93,212,19,ENG,0bad4516
1,0,0,8,3,0,0,0,0,70,41,24,65,19,ENG,0d267745
1,0,0,7,1,2,0,0,0,8,5,12,17,19,ENG,0d4ceb32
1,0,0,0,1,0,0,0,0,4,2,0,2,19,ENG,0d85a4e8
6,0,0,33,14,0,0,1,0,152,36,51,87,19,ENG,0db5d2c8
0,0,0,5,27,11,0,0,0,62,10,36,46,19,ENG,0f7533cd
5,0,0,40,26,2,0,1,0,163,75,64,139,19,ENG,101da2b5
6,0,0,32,23,1,0,0,0,158,13,18,31,19,ENG,10efd0e1
1,1,0,6,7,0,0,0,0,54,9,14,23,19,ENG,111c3236
3,0,0,21,18,2,0,0,0,182,76,55,131,19,ENG,119b9a8e
0,0,0,1,1,0,0,0,0,5,0,1,1,19,ENG,11b9265b
3,0,0,19,16,20,0,0,0,18,18,27,45,19,ENG,129af0db
12,1,0,34,14,2,0,0,0,134,61,40,101,19,ENG,12aa7661
0,0,0,0,1,0,0,0,0,5,0,0,0,19,ENG,12c50af5
5,0,0,22,36,0,0,1,0,145,8,15,23,19,ENG,1598599e
0,0,0,0,0,0,0,0,0,0,1,1,2,19,ENG,15d561fa
8,0,0,35,31,4,0,0,0,134,164,76,240,19,ENG,15ea812b
0,0,0,1,6,3,0,0,0,27,2,2,4,19,ENG,15f3ec41
2,0,0,10,22,10,0,0,0,82,5,12,17,19,ENG,16380240
0,0,0,3,2,3,0,0,0,9,0,1,1,19,ENG,165bed61
1,0,0,12,6,6,0,0,0,22,37,19,56,19,ENG,16ceb862
4,0,0,17,23,2,0,0,0,120,44,29,73,19,ENG,17370b95
1,0,0,13,9,1,0,0,0,33,20,18,38,19,ENG,1770bd68
11,0,0,42,55,6,0,0,0,138,27,68,95,19,ENG,178ae8f8
2,0,0,9,34,11,2,0,0,32,12,26,38,19,ENG,189cee7b
7,0,0,28,15,1,0,0,0,206,81,71,152,19,ENG,18b896d6
0,0,0,0,1,0,0,0,0,5,4,3,7,19,ENG,18b999f4
2,0,0,17,14,1,0,0,0,123,85,51,136,19,ENG,1900032e
0,0,0,4,14,0,0,0,0,33,1,7,8,19,ENG,1931bde9
7,0,0,49,26,0,0,0,0,178,35,32,67,19,ENG,1961b2aa
0,0,0,2,0,1,0,0,0,2,0,1,1,19,ENG,19b8b0b9
1,1,0,32,15,15,0,0,0,56,210,131,341,19,ENG,19ba6c6d
1,0,0,3,10,0,1,0,0,44,53,25,78,19,ENG,1a2935f6
2,0,0,6,1,1,0,1,0,58,14,9,23,19,ENG,1a4ef233
9,0,0,22,11,0,0,0,1,70,32,28,60,19,ENG,1ae30132
1,0,0,5,10,4,0,0,0,18,4,18,22,19,ENG,1b7ec703
5,1,0,39,32,2,0,0,1,181,87,43,130,19,ENG,1b84dbe1
0,0,0,0,0,0,0,0,0,0,1,0,1,19,ENG,1bebde9d
4,0,0,17,7,1,0,0,0,287,54,41,95,19,ENG,1c7012b8
1,0,0,8,3,0,0,0,0,49,18,15,33,19,ENG,1cb49278
0,0,0,14,9,7,0,0,0,10,123,107,230,19,ENG,1d6ac165
2,0,0,11,16,0,0,0,0,94,12,13,25,19,ENG,1d8c99b0
1,0,0,11,8,3,0,0,0,65,47,40,87,19,ENG,1e0b6a73
1,0,0,11,26,19,0,0,0,112,14,45,59,19,ENG,1ecb65be
4,0,0,20,25,2,0,1,1,121,53,35,88,19,ENG,1f9a3a04
5,1,0,18,43,0,0,1,0,106,28,30,58,19,ENG,20b104bc
1,0,0,9,2,0,0,1,0,20,16,6,22,19,ENG,21166ff4
2,0,0,20,24,6,0,0,1,166,29,27,56,19,ENG,21512407
5,0,0,31,52,10,1,0,0,58,47,67,114,19,ENG,21a66f6a
1,0,0,4,5,1,0,0,0,10,3,8,11,19,ENG,24396398
1,0,0,13,19,0,0,1,0,60,4,6,10,19,ENG,2513a588
0,0,0,0,5,0,0,0,0,59,7,1,8,19,ENG,2628fd2b
2,0,0,0,5,0,0,0,0,33,7,0,7,19,ENG,2642bf6c
4,0,0,18,7,0,0,1,0,56,15,26,41,19,ENG,26679cdf
8,0,0,54,65,22,1,0,1,77,119,223,342,19,ENG,2691c772
0,0,0,0,2,0,0,0,0,0,0,0,0,19,ENG,2696b6a9
2,0,0,5,7,0,1,0,0,48,3,11,14,19,ENG,26f6dca8
6,1,1,22,14,0,0,0,0,206,119,63,182,19,ENG,282f75f3
0,0,0,0,0,0,0,0,0,3,0,0,0,19,ENG,2876eaa3
1,0,0,12,8,0,0,0,0,111,47,43,90,19,ENG,28b40c9c
2,0,0,0,4,0,0,0,0,57,7,0,7,19,ENG,28d596a0
5,0,0,10,9,0,0,0,3,251,32,23,55,19,ENG,2928dca2
3,0,0,10,9,8,2,0,0,71,2,6,8,19,ENG,29733c72
0,0,0,7,2,12,0,0,0,30,12,31,43,19,ENG,2973d8ff
2,0,0,24,19,3,0,0,0,208,23,21,44,19,ENG,2acd49b9
2,0,0,12,5,0,0,0,0,60,5,10,15,19,ENG,2afc7272
1,0,0,9,14,18,1,0,0,91,10,23,33,19,ENG,2b114be3
5,0,0,31,23,1,0,0,0,118,29,15,44,19,ENG,2b471f99
3,0,0,25,48,14,0,0,0,94,34,56,90,19,ENG,2b622f01
1,0,0,6,6,0,0,0,0,46,42,23,65,19,ENG,2b91cf8e
3,0,0,14,18,8,0,0,0,39,7,22,29,19,ENG,2c0f8e9e
10,0,0,60,37,0,0,0,0,194,54,37,91,19,ENG,2ce2508a
4,0,0,18,16,1,0,0,0,223,24,28,52,19,ENG,2e4f5f03
10,0,0,25,14,2,0,0,0,128,6,14,20,19,ENG,2f4c5a52
4,0,0,16,15,2,0,0,0,137,12,14,26,19,ENG,2f7acede
6,1,1,28,27,0,0,0,0,143,19,28,47,19,ENG,2f90f6b8
1,0,0,12,16,0,0,1,0,44,1,12,13,19,ENG,2ff964a0
0,0,0,2,0,1,0,0,0,1,3,2,5,19,ENG,31dce0c8
0,0,0,2,0,0,0,0,0,14,8,6,14,19,ENG,3201b03d
5,0,0,28,7,3,0,1,0,164,56,44,100,19,ENG,321a71a7
0,1,0,2,3,0,0,0,0,14,14,15,29,19,ENG,3233eefd
1,0,0,8,6,2,0,0,0,42,12,18,30,19,ENG,32f60ed8
1,0,0,25,14,1,1,0,0,90,53,59,112,19,ENG,3312f911
1,0,0,1,3,0,0,0,0,17,2,4,6,19,ENG,33508c78
4,0,0,35,38,8,1,0,0,114,19,51,70,19,ENG,33af5b9e
2,0,0,0,0,0,0,0,0,9,2,0,2,19,ENG,34ccf6fa
4,0,0,22,10,3,0,1,1,112,21,47,68,19,ENG,3515d404
0,0,0,3,1,0,0,0,0,13,5,2,7,19,ENG,356a9a62
2,0,0,19,4,0,0,1,0,102,69,60,129,19,ENG,3626f7d9
1,0,0,0,3,0,0,0,0,23,16,0,16,19,ENG,36c2ca73
1,0,0,16,5,0,0,0,0,84,14,10,24,19,ENG,3727dd3c
4,1,0,29,10,1,0,0,0,141,33,40,73,19,ENG,3730fcbc
0,0,0,1,0,1,0,0,0,5,0,2,2,19,ENG,381d7d54
1,0,0,2,3,0,0,0,0,14,4,1,5,19,ENG,3831b9fe
0,0,0,0,1,0,0,0,0,1,0,0,0,19,ENG,38c7feef
7,0,0,61,59,34,1,1,0,83,235,239,474,19,ENG,3925dbd6
5,0,0,21,10,10,1,1,0,126,19,28,47,19,ENG,3935e52e
3,0,0,14,13,34,0,0,0,71,3,18,21,19,ENG,39583cfd
1,0,0,14,27,0,0,0,0,89,19,8,27,19,ENG,3a24769f
1,0,0,0,5,0,0,0,0,38,15,2,17,19,ENG,3a949a25
2,0,0,2,3,0,0,2,0,52,11,0,11,19,ENG,3bb7b8b4
0,0,0,0,0,0,0,0,0,2,0,1,1,19,ENG,3be1a627
2,0,0,17,26,8,0,0,0,94,8,14,22,19,ENG,3ca7254a
3,0,0,18,27,1,0,1,1,144,121,75,196,19,ENG,3e5e4e63
0,0,0,7,7,2,0,0,0,41,7,8,15,19,ENG,3ea50f67
3,0,0,31,24,2,1,0,0,164,11,26,37,19,ENG,3eb22ec9
9,0,0,42,8,4,0,2,0,116,122,59,181,19,ENG,3f2d59fe
1,0,0,11,10,1,0,1,0,80,58,27,85,19,ENG,3fe6bd8c
2,0,0,24,4,7,1,0,0,28,12,14,26,19,ENG,4047c976
7,0,0,22,6,0,0,0,0,129,79,60,139,19,ENG,4115ce4e
0,0,0,3,0,0,0,0,0,2,7,7,14,19,ENG,41cc19c2
0,0,0,7,6,0,0,0,0,30,2,8,10,19,ENG,41fb0f4e
2,0,0,5,3,0,0,0,0,19,4,4,8,19,ENG,422862ea
3,0,0,53,45,7,2,0,0,148,88,116,204,19,ENG,43458538
4,0,0,21,20,0,0,1,0,114,5,14,19,19,ENG,436a9dd0
0,0,0,2,5,3,0,0,0,15,4,12,16,19,ENG,43a166b4
0,0,0,4,1,0,0,0,0,1,2,10,12,19,ENG,44361ade
2,0,0,14,15,3,0,0,0,99,11,33,44,19,ENG,4468ec10
2,0,0,18,14,0,0,0,0,92,44,36,80,19,ENG,44781702
8,0,0,37,18,0,0,0,0,286,28,35,63,19,ENG,44bfb6c5
4,0,0,16,9,1,0,0,0,180,92,45,137,19,ENG,450ab6fc
2,0,0,1,3,0,0,1,0,25,8,1,9,19,ENG,4535e4bb
3,1,0,19,19,37,2,0,0,47,67,105,172,19,ENG,45963054
3,0,0,16,1,1,0,0,0,103,20,13,33,19,ENG,45da6694
8,0,0,33,22,0,0,0,0,274,12,21,33,19,ENG,45db685d
0,0,0,0,1,0,0,0,0,1,0,0,0,19,ENG,46b5375e
0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG,4701e130
0,0,0,1,0,1,0,0,0,26,2,6,8,19,ENG,47a34c4f
4,0,0,26,12,1,0,0,0,203,14,26,40,19,ENG,47b7e3af
1,0,0,1,4,0,0,1,0,19,11,1,12,19,ENG,4806ec67
0,0,0,0,1,0,0,0,0,2,0,1,1,19,ENG,4830e0af
5,0,0,30,22,1,0,0,0,234,19,18,37,19,ENG,495945ef
11,0,0,46,17,0,0,0,0,185,47,37,84,19,ENG,4b511457
0,0,0,2,0,0,0,1,0,3,0,2,2,19,ENG,4b6bcb0d
0,0,0,38,10,7,0,0,0,112,30,75,105,19,ENG,4c370d81
4,0,0,21,25,26,0,0,0,70,17,22,39,19,ENG,4d034881
0,0,0,0,0,0,0,0,0,1,0,0,0,19,ENG,4e015693
2,0,0,26,24,53,0,0,0,89,129,168,297,19,ENG,4e9a0555
1,0,0,2,12,1,0,0,0,85,25,18,43,19,ENG,4f974391
0,0,0,3,1,0,0,0,0,13,1,0,1,19,ENG,50b51fac
2,0,0,21,7,0,0,0,0,71,19,16,35,19,ENG,51b41c5c
1,0,0,15,5,1,0,0,0,74,24,32,56,19,ENG,51cf8561
1,0,0,4,0,0,0,0,0,29,26,16,42,19,ENG,52105203
7,1,0,38,77,0,0,0,0,220,20,26,46,19,ENG,52611641
1,0,0,12,2,0,0,0,0,65,8,22,30,19,ENG,5271c8f1
4,1,1,27,6,2,0,0,0,76,42,52,94,19,ENG,531a4aa8
1,0,0,13,10,2,0,0,0,29,10,27,37,19,ENG,5343eb4e
3,0,0,0,4,0,0,0,0,38,10,1,11,19,ENG,53af52f3
4,0,0,39,16,2,1,1,0,201,68,50,118,19,ENG,53cad200
7,0,0,35,12,3,0,2,0,175,93,43,136,19,ENG,5534217d
2,0,0,10,15,0,0,0,0,75,10,9,19,19,ENG,56f7a928
2,0,0,16,5,0,0,0,0,146,21,20,41,19,ENG,57df7a11
0,0,0,0,1,2,0,0,0,5,0,2,2,19,ENG,58eee997
3,0,0,34,32,6,1,0,0,61,110,146,256,19,ENG,59e6e5bf
0,0,0,3,5,0,0,0,0,24,20,17,37,19,ENG,5a4280b1
1,0,0,11,11,1,0,0,0,92,56,53,109,19,ENG,5a7301ae
14,1,0,47,58,0,0,0,0,256,63,49,112,19,ENG,5acc4a10
2,0,0,24,21,9,0,1,0,43,23,29,52,19,ENG,5bddccc9
1,0,0,17,2,1,0,0,0,31,12,13,25,19,ENG,5c2b4f07
4,0,0,29,16,0,0,0,0,98,22,27,49,19,ENG,5cec2487
1,0,0,13,20,4,0,0,0,19,40,75,115,19,ENG,5e508d0d
9,0,0,24,62,0,0,0,0,167,18,24,42,19,ENG,5ea8ef20
4,0,0,18,3,23,1,0,0,31,92,84,176,19,ENG,5eae500a
1,0,0,19,22,5,0,0,0,110,7,15,22,19,ENG,5eebbfdf
1,0,0,6,7,1,0,0,0,114,59,30,89,19,ENG,5eecec3d
0,0,0,0,2,0,0,0,0,2,0,1,1,19,ENG,5ef608f7
1,0,0,1,5,0,0,1,0,26,13,1,14,19,ENG,5f0241b2
3,0,0,12,14,10,0,0,0,216,10,12,22,19,ENG,5f09991f
1,0,0,1,1,0,0,0,0,2,1,2,3,19,ENG,601ef102
0,0,0,4,3,0,0,0,0,13,10,4,14,19,ENG,6250083a
1,0,0,5,7,4,0,0,0,22,43,40,83,19,ENG,6265208f
0,0,0,0,0,0,0,0,0,4,0,0,0,19,ENG,63d17038
2,0,0,9,14,2,0,0,0,65,3,6,9,19,ENG,6421ec64
3,0,0,14,16,9,0,0,0,48,15,19,34,19,ENG,6438d426
0,0,0,0,0,0,0,0,0,2,0,0,0,19,ENG,645a3363
0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG,64b08de7
6,1,0,44,10,0,0,0,0,199,26,22,48,19,ENG,653ee42d
1,0,0,7,9,2,0,0,0,24,6,15,21,19,ENG,65585e3a
5,0,0,12,5,1,0,0,0,46,3,13,16,19,ENG,6639e500
4,0,0,17,30,1,0,0,0,120,47,50,97,19,ENG,6813ac34
0,0,0,6,5,3,0,0,0,8,8,13,21,19,ENG,68796d61
0,0,0,10,13,2,0,0,0,44,9,15,24,19,ENG,68dc0dac
1,0,0,6,10,3,0,0,0,52,10,13,23,19,ENG,6992791d
0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG,6a189491
0,0,0,20,22,15,0,0,0,138,18,40,58,19,ENG,6aa3e78b
4,0,0,11,7,0,0,1,0,118,55,42,97,19,ENG,6adbc307
8,0,0,46,22,2,0,0,0,324,128,107,235,19,ENG,6b47c5db
