fk_ag,ck_ag,og_ag,ps_xG,ps_xG_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,season,comp,id
0,0,0,0.8,-0.2,9,21,20,2,1066.0,3,204,8,0,35,17.6,3,22,SPA,d6e3d7fb
1,5,0,41.5,-4.5,92,296,525,85,19215.0,198,7068,332,10,405,15.6,76,22,SPA,e1846dde
0,5,0,37.3,2.3,182,408,618,106,22309.8,210,10332,399,17,664,16.2,149,22,SPA,e4346678
0,2,0,20.5,-0.5,92,275,557,104,18436.7,176,7321,341,18,502,15.7,87,22,SPA,ea83bfa6
2,4,3,32.3,-7.7,170,598,810,155,31590.0,283,13753,477,27,400,13.8,194,22,SPA,ee8508c0
0,0,0,0.8,-0.2,2,6,17,0,530.4,8,167,19,0,0,15.0,1,22,SPA,f38284bb
2,6,0,26.6,2.6,152,378,829,116,27439.9,241,9929,420,27,307,12.8,128,22,SPA,f6798fc3
0,3,1,37.7,1.7,182,554,711,151,29933.1,230,12305,405,35,486,13.9,168,22,SPA,fc70e345
0,0,0,0.7,-0.3,0,4,28,5,652.4,7,93,13,1,0,8.7,0,23,SPA,0107757e
0,0,0,4.8,-0.2,28,97,132,23,5029.2,48,2443,93,1,58,14.7,34,23,SPA,10072610
0,1,0,16.8,-1.2,63,153,614,124,17621.8,95,3144,247,23,417,14.9,27,23,SPA,1840e36d
0,2,1,10.4,-2.6,72,160,192,25,8275.2,80,3760,146,4,168,15.3,50,23,SPA,2fa2a875
0,0,1,2.9,0.9,13,24,163,32,3732.7,29,1096,46,1,165,20.7,11,23,SPA,3061e1ec
1,2,2,21.1,-0.9,173,399,774,103,27167.4,158,8168,319,9,489,15.8,102,23,SPA,374ee424
0,1,0,2.7,0.7,12,55,64,8,2579.2,23,1541,43,7,0,5.5,22,23,SPA,3f034750
0,3,0,28.0,1.0,219,549,682,100,29462.4,236,11705,428,18,232,12.9,158,23,SPA,58ad9383
0,0,2,21.0,-2.0,85,227,511,115,16863.0,130,6045,260,13,579,18.7,76,23,SPA,5dcf3e90
0,1,0,12.5,2.5,50,119,451,70,12988.8,92,3486,215,20,325,15.5,32,23,SPA,625c144a
0,3,0,25.6,2.6,90,241,477,85,15979.5,138,6637,263,21,395,15.8,83,23,SPA,63d17038
2,1,0,16.7,-1.3,23,64,278,51,7978.6,62,1878,120,6,354,16.9,15,23,SPA,688b96e3
1,4,0,35.3,-1.7,176,570,618,99,28428.0,213,13759,447,33,116,9.7,191,23,SPA,6c4776b1
0,1,2,13.4,6.4,111,233,858,122,24453.0,144,5212,267,13,349,15.2,50,23,SPA,6f51e382
0,2,0,1.0,-2.0,2,8,21,5,636.3,8,282,12,0,34,17.0,2,23,SPA,73683fa9
1,4,1,20.7,-7.3,103,267,500,75,17650.0,131,5619,253,14,452,18.1,68,23,SPA,853b7c48
0,5,2,31.5,-0.5,257,561,535,80,25305.5,216,12376,406,21,510,15.0,189,23,SPA,8f8c6934
0,0,0,28.7,5.7,75,227,470,83,16027.0,151,6432,255,9,106,13.3,80,23,SPA,8fae77ea
0,2,0,7.699999999999999,-3.3,47,113,159,26,12370.2,53,4796,86,3,168,28.1,59,23,SPA,97852360
1,0,0,12.3,-2.7,54,149,227,35,8172.0,87,4506,155,4,262,16.4,59,23,SPA,9f0ea33f
0,0,0,13.3,0.3,114,274,409,67,16728.1,101,5100,191,10,363,15.8,67,23,SPA,a01c3d54
0,0,0,4.4,1.4,25,71,106,16,3572.2,43,2506,63,4,63,15.8,35,23,SPA,a2c1a8d3
1,2,0,13.2,-0.8,113,266,345,39,15214.5,102,4936,163,10,329,18.3,64,23,SPA,a4995f48
0,0,0,4.1,1.1,16,51,101,17,3696.6,24,1296,45,8,77,12.9,14,23,SPA,ac295d9e
0,0,0,0.1,0.1,1,2,7,3,179.9,1,24,1,0,66,33.0,0,23,SPA,be6faae0
0,2,0,8.6,2.6,45,114,164,36,5920.4,59,3079,106,3,83,13.9,44,23,SPA,cde52ef5
0,4,2,30.5,1.5,112,315,617,107,20175.9,158,7599,309,19,464,16.0,98,23,SPA,d4b73232
0,0,0,1.4,-0.6,2,3,3,1,107.1,5,228,12,0,0,7.0,2,23,SPA,d9235a45
1,2,1,43.7,3.7,121,354,688,146,24836.8,217,8788,380,24,239,13.3,102,23,SPA,dabb2827
0,1,0,15.3,2.3,25,86,363,45,9728.4,54,1906,161,5,213,17.8,21,23,SPA,e358587b
0,4,1,58.6,8.6,153,341,522,113,19000.8,206,9373,382,16,53,10.7,130,23,SPA,e4346678
1,4,0,23.6,2.6,122,327,526,79,18936.0,172,8376,273,13,556,17.4,112,23,SPA,ea83bfa6
1,1,0,19.7,2.7,105,320,500,97,17700.0,198,9246,306,22,253,14.9,123,23,SPA,ee8508c0
0,4,1,15.2,-1.8,104,221,253,37,10752.5,103,5644,153,5,244,16.3,80,23,SPA,f127d782
0,3,2,36.4,-0.6,108,291,765,91,23485.5,155,6494,304,20,636,17.2,79,23,SPA,f6798fc3
0,3,3,28.1,4.1,98,348,560,145,21336.0,201,8984,350,19,568,15.8,108,23,SPA,fc70e345
0,0,0,1.6,0.6,6,27,19,2,1031.7,9,628,23,1,11,11.3,9,23,SPA,fea23125
0,0,0,2.1,-0.9,7,17,14,4,625.8,8,511,20,3,41,13.7,8,18,FRA,0e12089d
0,0,0,2.9,-0.1,9,22,25,4,940.0,12,577,21,0,12,12.4,9,18,FRA,1061c207
0,0,0,1.6,-0.4,8,17,16,2,720.0,4,236,8,0,21,21.0,3,18,FRA,15285503
0,5,4,40.2,-3.8,343,757,802,99,36090.0,260,14872,478,14,177,12.7,235,18,FRA,1d0900d4
2,5,1,32.8,-3.2,133,363,702,127,24148.8,186,7756,331,25,165,11.8,97,18,FRA,1d2d5cc8
4,5,1,38.7,-5.3,236,629,875,150,34037.5,295,16195,475,30,493,14.5,233,18,FRA,2434f24a
1,0,0,5.8,0.8,18,38,58,13,1803.8,20,1114,29,3,58,14.5,17,18,FRA,26383ea5
1,1,2,19.6,-0.4,89,314,390,84,15054.0,145,7931,255,22,405,16.2,126,18,FRA,26975a92
1,1,0,7.0,1.0,33,89,94,13,4004.4,44,2552,68,5,9,9.8,40,18,FRA,28a65a2c
2,5,1,26.2,2.2,52,102,659,167,15025.2,240,7032,404,22,805,16.1,38,18,FRA,2f965a72
1,4,0,37.9,4.9,249,556,880,219,33088.0,268,12274,494,51,307,12.8,167,18,FRA,2fa2a875
0,6,0,26.7,-5.3,132,338,450,76,17235.0,168,9206,283,19,151,12.6,137,18,FRA,3814120d
1,0,0,4.9,-1.1,9,30,70,12,2408.0,24,926,63,3,0,11.6,8,18,FRA,4d3e9033
3,6,2,52.2,0.2,315,740,931,166,36867.6,331,18072,565,23,1398,17.7,257,18,FRA,4e7db402
0,0,0,6.6,2.6,32,65,74,14,3071.0,29,1635,37,3,87,14.5,24,18,FRA,60d90c55
0,0,1,8.0,-1.0,33,83,174,41,5533.2,61,2525,96,7,158,15.8,30,18,FRA,76806215
0,1,0,5.3,1.3,20,47,56,13,1864.8,36,1897,58,3,31,10.6,29,18,FRA,8417953b
1,0,2,37.1,3.1,102,262,542,161,15826.4,232,10184,445,13,44,11.1,127,18,FRA,8a2248b4
0,0,0,1.5,-0.5,0,0,0,0,0.0,0,0,1,0,0,0.0,0,18,FRA,9260926b
1,1,1,13.2,-1.8,39,79,192,36,5049.6,91,3949,117,5,60,12.0,47,18,FRA,950ff24d
0,0,0,1.3,0.3,7,21,17,4,686.8,13,720,19,0,0,5.0,12,18,FRA,96908f80
0,2,1,14.3,-1.7,90,202,232,60,9117.6,102,6109,187,4,60,12.1,89,18,FRA,96fcd380
0,0,1,13.6,0.6,73,165,194,46,7837.6,79,4471,145,12,140,14.0,70,18,FRA,a3d524cb
1,9,1,56.7,-2.3,218,582,655,141,27837.5,237,14338,406,7,511,15.5,216,18,FRA,a4527d33
0,5,1,50.5,-7.5,295,705,867,163,35720.4,308,18048,547,27,270,12.9,251,18,FRA,a56bd2ee
0,1,0,27.7,-1.3,140,341,358,58,15573.0,130,7826,232,12,157,13.1,118,18,FRA,ae7d0ecd
0,1,0,1.4,0.4,0,2,4,0,89.2,2,129,4,0,37,37.0,2,18,FRA,b0547a87
0,8,1,33.1,-3.9,230,608,753,172,28011.6,333,18914,633,41,253,11.5,277,18,FRA,b056e3da
0,0,0,1.9,1.9,12,28,42,12,1356.6,23,959,37,1,16,16.2,11,18,FRA,b7e7937d
0,3,0,48.9,7.9,329,909,894,98,39246.6,361,21262,634,31,315,12.6,343,18,FRA,bc270726
2,6,3,67.2,-2.8,313,727,1322,227,47856.4,323,14470,643,48,1394,16.8,180,18,FRA,bcf1b2e9
0,1,0,2.3,-0.7,3,14,20,2,880.0,4,228,9,0,0,12.0,3,18,FRA,c121a641
2,4,1,48.6,5.6,195,519,865,131,29842.5,276,12502,532,28,270,12.9,180,18,FRA,cac76a72
0,0,0,4.9,0.9,4,8,71,20,1583.3,21,493,66,4,79,15.8,0,18,FRA,ce17b5eb
0,3,1,28.9,-1.1,130,414,475,99,19617.5,184,10966,365,21,289,13.8,170,18,FRA,cfe852d8
0,5,2,40.1,6.1,205,578,704,103,28582.4,269,14579,510,25,759,15.5,207,18,FRA,dc366c36
0,0,1,8.9,-3.1,41,109,128,32,4889.6,59,3174,96,5,9,9.9,46,18,FRA,e39f8724
0,1,0,4.8,-1.2,17,42,45,12,1750.5,28,1302,53,1,0,8.8,19,18,FRA,e65dd8dc
0,3,0,25.9,-2.1,145,413,481,74,19576.7,173,10085,285,10,94,10.5,154,18,FRA,e750cba4
1,3,3,37.6,3.6,119,324,810,169,25596.0,239,9321,513,21,417,13.9,97,18,FRA,f00de885
1,3,1,38.9,-1.1,165,431,655,154,24431.5,265,11713,481,32,273,13.0,139,18,FRA,f6db3bd5
0,2,1,8.1,-1.9,18,50,88,16,3203.2,35,1596,59,7,179,16.3,17,18,FRA,faf873a7
1,2,2,46.6,-4.4,140,348,868,196,25606.0,286,12812,439,32,821,16.1,147,18,FRA,fcb38f57
2,2,0,13.3,-3.7,73,188,207,36,8010.9,91,5278,160,7,96,13.8,80,19,FRA,0e12089d
1,1,0,8.1,-3.9,48,128,180,36,6588.0,72,3535,121,6,145,14.5,48,19,FRA,132bb875
0,2,0,35.2,-4.8,158,417,789,130,28167.3,192,8371,329,17,394,14.6,103,19,FRA,1d2d5cc8
1,11,0,46.4,4.4,254,578,833,124,31320.8,325,15827,576,13,299,13.6,215,19,FRA,2434f24a
0,0,0,1.0,0.0,10,32,36,8,1418.4,17,1028,37,4,35,17.8,15,19,FRA,249cdcff
0,1,0,5.0,1.0,18,54,109,24,3607.9,36,1530,60,6,38,12.7,19,19,FRA,26383ea5
0,3,2,47.2,1.2,240,576,707,183,27078.1,290,14703,524,17,458,13.9,224,19,FRA,26975a92
0,0,1,1.7,1.7,0,1,29,12,649.6,3,114,13,0,0,11.2,1,19,FRA,28a65a2c
0,4,1,60.4,3.4,234,690,825,160,33000.0,290,16008,491,28,478,14.5,242,19,FRA,28dabd43
0,1,1,18.3,2.3,40,94,377,100,9538.1,139,4448,255,7,178,13.7,34,19,FRA,2f965a72
1,8,2,41.4,1.4,310,687,1003,180,40019.7,277,13240,495,24,534,13.7,175,19,FRA,2fa2a875
1,3,2,44.9,4.9,257,654,861,136,35042.7,291,15655,667,28,356,13.2,225,19,FRA,33887998
0,0,0,0.1,0.1,9,25,23,3,917.7,13,679,13,1,0,9.0,12,19,FRA,380a15e2
1,1,0,3.7,-1.3,11,21,83,24,2008.6,29,1133,46,0,150,16.7,12,19,FRA,4d3e9033
1,3,0,30.9,-3.1,154,380,369,61,16309.8,173,10258,275,15,37,9.3,156,19,FRA,5ee6e943
4,5,2,65.9,13.9,356,772,913,178,37706.9,316,17253,606,37,187,11.7,254,19,FRA,60d90c55
1,0,0,10.7,-1.3,38,76,185,41,5661.0,57,2137,85,4,135,15.0,24,19,FRA,76806215
3,4,1,45.0,-2.0,256,649,815,186,32029.5,327,18017,566,26,369,12.3,255,19,FRA,834b5c4c
0,0,1,3.4,-2.6,5,18,49,12,1391.6,13,594,30,0,13,13.5,9,19,FRA,8417953b
0,2,1,17.0,1.0,132,283,333,68,13653.0,125,6737,230,21,235,13.1,102,19,FRA,8870154f
0,5,1,40.4,12.4,127,344,838,204,23883.0,308,12689,559,17,161,11.5,159,19,FRA,8a2248b4
2,5,0,33.8,-9.2,166,388,655,126,22073.5,213,10948,326,13,837,18.6,151,19,FRA,8fa8f8d2
0,0,0,3.7,-2.3,0,1,67,21,1427.1,17,418,31,0,97,19.4,0,19,FRA,950ff24d
0,0,0,0.1,0.1,13,27,25,7,1000.0,15,1002,17,1,0,10.3,15,19,FRA,a4527d33
1,1,0,25.1,-8.9,151,344,360,62,15984.0,131,7912,208,11,82,11.8,119,19,FRA,a56bd2ee
0,5,0,31.2,1.2,170,371,612,117,20502.0,220,10736,337,18,577,15.2,155,19,FRA,b056e3da
0,3,1,34.2,-2.8,87,225,462,113,13998.6,186,7644,327,9,189,12.6,94,19,FRA,b7e7937d
3,7,2,47.9,-2.1,296,775,826,82,35270.2,329,18654,571,14,246,13.7,286,19,FRA,bc270726
1,4,1,43.5,-0.5,211,555,789,138,29824.2,312,14882,498,15,492,15.4,201,19,FRA,bcf1b2e9
0,0,0,0.2,0.2,8,23,22,2,844.8,13,683,22,0,0,14.0,12,19,FRA,c252c705
0,0,0,1.0,0.0,4,9,20,4,752.0,3,231,11,0,36,18.3,3,19,FRA,c977ef13
0,7,0,47.3,7.3,171,570,872,159,31740.8,320,14112,475,11,230,12.8,193,19,FRA,cac76a72
0,8,1,39.1,-7.9,177,445,650,133,23465.0,254,12852,488,16,837,17.1,177,19,FRA,dc366c36
1,2,3,17.9,2.9,21,53,301,79,6351.1,108,3369,174,2,262,16.4,26,19,FRA,e40d028b
1,3,3,35.9,-3.1,127,306,820,169,24928.0,250,9425,395,13,456,15.2,84,19,FRA,f00de885
0,3,0,12.9,0.9,57,152,230,51,8763.0,83,3967,139,5,86,14.4,50,19,FRA,f6db3bd5
1,4,0,39.0,6.0,177,557,840,189,30408.0,273,14605,497,29,726,16.5,204,19,FRA,fcb38f57
0,0,0,4.1,-0.9,16,41,44,4,1773.2,20,996,15,0,31,15.6,17,20,FRA,132bb875
0,2,2,30.1,5.1,117,365,697,133,24813.2,144,6307,319,21,306,14.6,87,20,FRA,1d2d5cc8
0,4,1,32.7,-0.3,159,394,637,99,22167.6,246,10061,434,17,425,15.2,138,20,FRA,2434f24a
2,1,0,26.7,-5.3,119,342,494,116,17734.6,203,10271,319,15,332,15.1,147,20,FRA,26975a92
0,0,0,6.8,2.8,22,86,131,28,5174.5,42,1835,77,4,0,9.7,23,20,FRA,28a65a2c
0,2,1,30.7,-6.3,130,379,530,80,19663.0,175,8872,265,11,405,15.6,128,20,FRA,28dabd43
0,0,0,2.2,-1.8,14,30,33,5,1445.4,11,595,11,0,53,26.5,8,20,FRA,2ee1b96b
0,0,0,1.4,-0.6,2,2,48,9,840.0,9,231,23,1,111,18.5,2,20,FRA,2f965a72
0,7,1,42.8,-0.2,146,337,637,136,21021.0,212,8967,394,20,616,15.8,117,20,FRA,2fa2a875
1,4,1,20.7,2.7,155,338,624,99,21528.0,163,7106,334,33,283,12.9,101,20,FRA,33887998
0,1,0,1.7,-1.3,12,19,49,18,1514.1,18,671,19,2,55,18.4,6,20,FRA,380a15e2
0,0,0,2.9,-1.1,25,82,79,12,3420.7,38,2192,65,8,42,14.1,34,20,FRA,3a74f92b
0,2,1,26.6,-1.4,147,452,695,131,25367.5,187,9630,379,9,480,15.5,142,20,FRA,4e7db402
0,0,0,4.3,1.3,8,20,34,8,1302.2,8,370,30,2,0,5.3,5,20,FRA,51c83a90
0,1,0,2.3,-0.7,2,7,19,4,495.9,8,328,14,0,0,9.0,3,20,FRA,586ef3a3
1,2,0,25.0,7.0,115,354,802,133,26546.2,202,8544,399,27,248,12.4,98,20,FRA,58ad9383
0,1,0,2.6,-1.4,1,9,35,5,756.0,13,309,33,1,34,17.4,3,20,FRA,5f0241b2
1,2,1,28.4,2.4,186,359,677,150,22814.9,203,9175,360,16,375,15.0,118,20,FRA,625c144a
0,0,0,5.4,0.4,21,54,94,24,3139.6,36,1702,80,2,43,14.6,25,20,FRA,74733221
0,0,0,2.4,0.4,3,12,33,7,825.0,14,571,22,0,48,16.2,7,20,FRA,76806215
0,0,0,2.4,0.4,4,22,47,16,1452.3,14,669,33,4,0,8.2,9,20,FRA,7800bdb8
0,3,0,33.4,1.4,199,458,651,111,25779.6,201,10311,335,17,99,11.0,137,20,FRA,834b5c4c
0,0,1,2.7,-0.3,4,17,18,4,828.0,9,397,10,0,0,9.3,6,20,FRA,8608f269
0,6,2,41.1,7.1,52,150,574,139,14005.6,214,6184,421,11,226,13.3,55,20,FRA,8a2248b4
0,3,1,11.3,-4.7,50,121,248,56,7762.4,81,3555,163,9,126,14.0,45,20,FRA,8fa8f8d2
0,5,0,30.4,-0.6,186,593,675,101,29565.0,208,12355,471,32,437,14.1,184,20,FRA,ae7d0ecd
0,0,0,1.9,-0.1,8,12,54,16,1468.8,7,224,10,3,107,15.4,2,20,FRA,b056e3da
0,4,0,41.4,7.4,128,373,783,152,27561.6,235,8272,454,19,378,13.5,92,20,FRA,b49729cb
0,0,0,1.1,0.1,15,27,34,10,1190.0,19,885,43,4,0,4.7,12,20,FRA,b98cea65
1,12,1,40.8,-8.2,194,462,562,93,21580.8,255,13005,425,10,118,11.8,194,20,FRA,bc270726
1,3,1,36.9,-11.1,181,463,616,80,23531.2,228,11080,357,9,370,16.1,155,20,FRA,bcf1b2e9
0,1,0,0.1,-0.9,1,2,11,4,199.1,8,230,12,0,136,27.2,2,20,FRA,be13e5a8
0,1,0,33.3,-6.7,102,287,463,72,16112.4,159,6852,249,9,190,12.7,96,20,FRA,cac76a72
2,2,1,17.5,-1.5,148,343,566,114,20432.6,168,7795,306,23,158,12.2,108,20,FRA,cecbce23
1,2,0,5.7,-0.3,26,71,60,4,2454.0,38,2173,63,0,71,14.3,34,20,FRA,d83f8f69
0,1,0,2.6,0.6,3,13,9,2,415.8,11,475,13,1,0,10.0,7,20,FRA,dab1b8dc
0,0,0,0.4,0.4,0,0,12,3,195.6,6,124,5,1,0,5.0,0,20,FRA,db87a2c4
0,0,1,17.5,0.5,35,91,405,76,10854.0,137,3657,188,3,100,12.5,24,20,FRA,ecada4fc
1,2,3,22.9,0.9,97,222,634,147,18132.4,187,6376,313,11,292,14.6,69,20,FRA,f00de885
1,1,3,25.0,1.0,130,390,563,137,20943.6,200,10480,323,11,408,17.0,142,20,FRA,fcb38f57
1,7,1,39.0,-5.0,143,491,1029,198,32825.1,291,12425,564,22,532,15.2,159,21,FRA,1d2d5cc8
0,0,0,1.1,0.1,2,11,25,2,732.5,12,496,12,0,74,24.7,6,21,FRA,20de219a
2,6,1,48.2,-6.8,264,610,1034,144,36500.2,292,13899,560,16,396,13.2,196,21,FRA,2434f24a
3,6,2,30.0,-10.0,99,308,676,146,22578.4,200,9240,377,16,170,13.1,114,21,FRA,28a65a2c
0,5,1,53.5,-3.5,143,456,712,214,25062.4,269,13692,516,19,192,11.3,189,21,FRA,28dabd43
0,0,0,3.9,-0.1,14,36,69,12,2470.2,22,825,51,1,52,17.4,9,21,FRA,2b9b37b2
0,1,0,3.5,0.5,3,13,19,6,748.6,9,266,14,0,65,21.8,3,21,FRA,2c127b6f
0,3,0,33.6,-9.4,92,320,435,109,15964.5,197,10125,288,10,256,15.1,137,21,FRA,2d70dbe5
1,0,1,21.7,-4.3,109,322,837,110,26867.7,169,6489,312,9,1159,18.7,72,21,FRA,2fa2a875
0,0,0,0.8,-0.2,6,11,23,2,770.5,6,174,11,0,0,11.0,1,21,FRA,33887998
0,1,0,14.0,3.0,94,180,230,46,9039.0,82,4542,145,7,21,10.5,70,21,FRA,380a15e2
0,1,1,10.3,-2.7,54,133,189,47,6690.6,56,3315,93,1,21,10.6,48,21,FRA,3814120d
2,7,1,51.2,-2.8,199,641,864,131,34473.6,257,14083,507,23,536,14.9,207,21,FRA,4e7db402
0,7,1,49.9,1.9,192,640,1106,159,40590.2,340,15844,574,11,493,14.5,198,21,FRA,58ad9383
1,0,0,8.5,-1.5,13,40,71,26,2130.0,30,1665,55,2,26,13.4,22,21,FRA,5ee6e943
0,0,1,10.2,2.2,6,23,158,40,3665.6,55,1347,110,0,180,18.0,6,21,FRA,5f0241b2
1,0,0,10.9,2.9,46,128,149,30,5736.5,69,3788,119,5,103,14.8,52,21,FRA,667b65da
0,4,0,12.9,-1.1,76,198,425,71,13005.0,122,5843,169,3,811,20.8,74,21,FRA,74733221
0,0,0,1.7,-0.3,0,0,20,7,344.0,3,54,12,0,12,12.0,0,21,FRA,76806215
1,3,0,9.2,-3.8,38,101,124,25,4972.4,50,2745,85,4,15,7.7,37,21,FRA,834b5c4c
1,11,0,50.8,-2.2,91,286,919,180,24996.8,300,9720,572,24,262,13.1,92,21,FRA,8a2248b4
1,3,0,31.0,0.0,195,404,520,81,20228.0,192,10272,349,11,130,11.9,143,21,FRA,a4527d33
0,4,0,33.3,0.3,97,297,472,103,16000.8,177,8513,330,7,149,11.5,120,21,FRA,abc06eb3
0,4,1,38.4,1.4,207,526,752,184,28876.8,286,14643,536,39,756,16.1,198,21,FRA,ae7d0ecd
1,2,1,20.3,-8.7,66,187,297,70,10454.4,105,4746,166,5,275,16.2,66,21,FRA,b052b8bf
1,5,2,53.6,-6.4,181,398,967,173,32587.9,282,9700,548,26,309,12.9,91,21,FRA,b49729cb
1,7,0,64.1,-6.9,254,731,1287,148,46460.7,304,14318,600,17,660,16.1,201,21,FRA,bcf1b2e9
0,0,0,1.6,-2.4,4,16,30,9,1050.0,7,329,17,0,0,7.7,6,21,FRA,be13e5a8
0,1,0,12.7,-1.3,43,120,226,24,7435.4,61,3220,92,1,215,21.5,44,21,FRA,c4173f1a
0,4,2,49.2,0.2,199,454,737,175,26163.5,246,12004,442,24,214,13.4,160,21,FRA,c631f952
0,1,2,33.6,0.5999999999999996,110,294,654,144,42706.2,195,17628,344,14,1302,31.0,226,21,FRA,cecbce23
0,0,0,1.5,0.5,2,4,28,9,596.4,2,72,12,0,37,18.6,1,21,FRA,db87a2c4
0,2,0,26.0,8.0,65,139,572,115,15558.4,170,4539,308,0,415,16.6,35,21,FRA,ecada4fc
0,5,3,42.6,-5.4,186,494,764,141,28650.0,257,10023,480,17,414,14.3,122,21,FRA,edbe46dc
0,0,0,1.5,0.5,5,15,40,13,1164.0,12,435,24,0,53,17.8,5,21,FRA,eedea60b
2,4,2,36.3,-4.7,150,338,934,186,28300.2,249,8864,499,10,1098,18.3,96,21,FRA,f00de885
1,3,1,20.6,-3.4,71,188,249,44,9237.9,108,4978,204,1,72,12.1,75,21,FRA,fbf83734
0,7,2,28.8,7.8,123,393,826,194,26101.6,240,11688,490,27,756,17.2,143,21,FRA,fcb38f57
0,3,1,17.5,1.5,20,47,374,108,8228.0,95,2061,176,11,625,18.4,14,22,FRA,08f5afaa
0,3,1,6.7,0.7,40,104,332,37,9296.0,67,2304,135,6,401,19.1,26,22,FRA,1d2d5cc8
0,5,0,29.9,-1.1,79,248,1166,145,30082.8,167,5577,271,19,818,17.8,52,22,FRA,20b9f052
1,5,1,44.1,-16.9,181,424,686,78,24215.8,218,10442,355,9,659,16.9,148,22,FRA,2434f24a
1,1,0,7.8,-0.2,32,97,164,40,5854.8,75,2827,109,11,102,11.4,35,22,FRA,28a65a2c
3,11,2,47.3,-6.7,133,415,684,205,47059.2,234,20662,390,40,2198,31.4,278,22,FRA,28dabd43
0,1,0,13.1,-1.9,25,82,221,61,6762.6,82,2000,159,15,348,16.6,15,22,FRA,2c127b6f
4,3,3,30.5,-4.5,71,296,357,78,13744.5,177,9912,345,4,196,13.1,133,22,FRA,2d70dbe5
1,1,0,16.0,-4.0,46,129,226,55,7638.8,86,3311,128,8,46,11.7,42,22,FRA,380a15e2
0,8,2,51.0,-4.0,290,624,877,205,32799.8,328,17416,541,16,479,14.1,246,22,FRA,3d214e5f
1,5,1,23.2,-3.8,97,267,419,87,14748.8,166,7221,310,16,152,11.7,93,22,FRA,3f034750
0,6,1,52.4,5.4,206,607,824,137,32300.8,288,15984,491,27,834,14.9,226,22,FRA,4e7db402
2,8,0,42.9,-1.1,151,479,975,217,33832.5,285,11058,645,37,784,14.8,133,22,FRA,58ad9383
0,7,0,27.5,-2.5,103,276,286,87,11125.4,168,9828,263,10,166,12.8,148,22,FRA,5ee6e943
0,0,0,0.2,-0.8,0,1,7,1,219.8,0,0,5,0,47,23.5,0,22,FRA,5f0241b2
0,7,2,28.2,-5.8,92,302,584,107,19680.8,154,6237,304,23,397,14.2,88,22,FRA,62124972
1,1,2,23.9,-1.1,64,166,290,64,9976.0,110,5126,173,6,197,14.1,65,22,FRA,667b65da
0,0,0,1.5,-0.5,4,7,30,8,936.0,3,42,11,0,21,21.5,0,22,FRA,74733221
0,5,1,35.0,-7.0,164,401,718,145,24627.4,239,9703,476,13,534,13.7,120,22,FRA,834b5c4c
1,1,0,42.6,7.6,145,378,774,169,23607.0,260,11180,503,31,448,13.6,144,22,FRA,8a2248b4
0,0,0,0.0,0.0,0,0,2,0,44.0,1,34,1,0,0,0.0,0,22,FRA,96fcd380
0,1,0,12.3,-0.7,54,147,321,54,9726.3,70,3843,146,8,458,19.1,59,22,FRA,9e17ccff
0,0,0,0.1,0.1,3,6,23,5,598.0,7,221,12,2,0,12.0,3,22,FRA,a4527d33
1,2,2,29.8,-7.2,131,335,431,137,17110.7,167,9168,319,39,621,14.8,128,22,FRA,ae7d0ecd
0,5,3,41.5,4.5,160,415,839,173,27267.5,280,11900,427,23,786,17.1,147,22,FRA,afb0c500
0,1,2,19.0,-1.0,39,126,333,93,9923.4,120,4452,198,15,211,13.2,50,22,FRA,b98cea65
1,0,0,13.2,0.2,28,75,141,40,4455.6,44,2037,82,4,188,17.1,27,22,FRA,be13e5a8
0,5,2,20.4,-6.6,75,198,373,55,12346.3,111,4551,191,10,704,17.6,62,22,FRA,c252c705
0,1,1,44.5,4.5,134,332,808,179,24482.4,262,9694,466,37,364,13.5,111,22,FRA,c631f952
0,4,1,23.9,-0.1,130,304,627,119,19687.8,151,7474,362,17,499,16.1,103,22,FRA,cecbce23
0,1,0,7.5,1.5,13,35,140,25,3794.0,34,918,47,1,121,17.4,7,22,FRA,d6f6ce93
1,7,2,45.3,2.3,183,452,814,159,28245.8,246,9864,411,19,362,14.5,135,22,FRA,db3164e1
0,0,0,1.7,0.7,1,3,17,6,326.4,7,174,14,1,22,22.5,1,22,FRA,db87a2c4
0,3,1,22.3,-9.7,32,133,302,53,9120.4,112,3785,159,5,42,10.6,46,22,FRA,e8c5dd4d
0,2,0,18.3,0.3,23,58,415,100,10167.5,132,2930,239,5,326,16.3,11,22,FRA,ecada4fc
1,2,0,31.8,-1.2,108,259,535,133,16745.5,199,6586,293,19,338,14.1,70,22,FRA,edbe46dc
1,8,3,42.7,0.7,113,263,910,160,26663.0,219,6876,412,17,408,14.6,54,22,FRA,f00de885
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,22,FRA,f5dfc256
0,2,1,12.6,-0.4,37,139,184,37,7452.0,88,3977,186,8,92,11.6,46,22,FRA,f7d3a773
0,1,0,19.3,-5.7,67,203,282,46,10236.6,133,6503,223,5,154,15.4,95,22,FRA,fbf83734
0,2,1,11.9,-1.1,29,94,152,25,5517.6,59,2283,103,8,48,12.2,26,23,FRA,0810b6df
