fk_ag,ck_ag,og_ag,ps_xG,ps_xG_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,season,comp,id
0,0,0,7.9,-2.1,45,98,135,20,5076.0,52,2719,85,2,50,12.6,37,20,EL,213cd822
0,0,0,4.3,0.3,19,58,65,10,2463.5,51,2509,56,0,20,20.3,28,20,EL,22a94b80
0,2,1,4.5,0.5,33,102,108,15,4633.2,45,2601,80,0,7,7.9,39,20,EL,22db7a5e
0,2,0,2.2,0.2,7,13,45,10,1192.5,17,520,29,1,12,12.3,4,20,EL,2628fd2b
0,0,0,4.5,-1.5,6,20,54,10,1571.4,16,472,27,1,117,19.6,4,20,EL,27d902c8
0,0,0,2.8,0.8,10,26,68,16,2155.6,15,694,15,0,12,12.4,8,20,EL,28a65a2c
0,0,0,0.8,-1.2,8,16,35,9,1102.5,8,388,18,1,34,17.4,5,20,EL,2bea06e0
0,1,2,13.3,2.3,36,119,114,28,4788.0,68,3706,124,2,55,11.1,54,20,EL,30061f53
0,0,1,1.4,0.4,11,21,68,10,2006.0,11,493,19,0,12,12.2,5,20,EL,30223b33
0,0,0,0.4,-0.6,12,43,38,3,2067.2,10,655,18,0,23,23.0,10,20,EL,30263816
0,0,0,2.0,1.0,4,25,12,1,495.6,21,1161,29,0,0,3.0,19,20,EL,31e3ab68
0,2,0,8.3,-2.7,28,75,131,26,4336.1,44,2028,66,1,203,18.5,26,20,EL,32e7ce92
1,2,0,6.5,-0.5,35,76,92,15,3744.4,35,1641,61,1,0,7.5,23,20,EL,3318286e
0,0,0,4.0,-2.0,11,22,73,11,2409.0,17,460,37,1,23,11.7,2,20,EL,33887998
0,1,0,4.8,-2.2,21,55,111,17,3873.9,33,1188,56,2,0,9.7,13,20,EL,339fe0e8
0,3,0,6.5,-4.5,40,110,199,37,7382.9,49,2445,82,3,24,12.1,33,20,EL,34c3b935
0,1,0,3.2,-0.8,22,62,89,18,3284.1,43,2253,72,0,0,9.5,29,20,EL,3acadb7f
0,0,0,9.5,-1.5,32,102,215,42,7073.5,71,2335,61,0,56,14.2,24,20,EL,3d214e5f
1,2,0,8.8,1.8,36,85,147,23,4806.9,60,2778,95,1,37,12.4,35,20,EL,4030c7ae
0,2,0,9.9,0.9,41,94,264,26,8157.6,50,1710,59,3,89,14.9,15,20,EL,420c18a1
0,0,0,8.5,-0.5,29,73,107,15,4451.2,30,1701,43,0,123,17.6,21,20,EL,42ec696a
0,1,0,3.0,-2.0,8,16,44,6,1333.2,12,327,21,0,14,14.7,2,20,EL,4b1793b0
0,2,0,12.3,1.3,35,119,110,13,4818.0,66,3696,87,1,20,10.4,58,20,EL,4f8ce0e1
0,1,0,13.2,0.2,46,154,178,37,7796.4,70,4130,116,4,6,6.8,57,20,EL,55bd7d45
0,0,0,1.3,0.3,4,9,31,9,957.9,4,186,15,4,12,12.0,2,20,EL,595ccab1
0,0,0,6.3,0.3,2,9,8,3,267.2,19,651,12,0,0,0.0,6,20,EL,5bfb7572
0,3,1,5.9,-3.1,51,115,153,23,6028.2,53,2771,57,0,113,16.2,39,20,EL,5e91ddf8
0,0,0,1.7,1.7,10,28,25,3,1252.5,9,578,15,0,0,17.0,9,20,EL,6bd05d38
0,0,0,1.1,0.1,5,8,29,9,861.3,14,469,14,0,23,23.0,3,20,EL,6bfaecc4
0,0,0,4.4,0.4,16,49,97,21,2754.8,44,2006,61,1,10,10.2,29,20,EL,6e240751
0,1,0,12.4,0.4,92,236,250,25,11675.0,87,4584,102,2,222,17.1,60,20,EL,6fe5c35b
0,0,1,4.4,2.4,21,72,96,9,3744.0,30,1650,49,4,62,15.5,25,20,EL,73683fa9
1,0,0,0.3,-0.7,6,9,10,1,312.0,11,498,13,1,0,12.0,7,20,EL,741275f5
0,0,1,3.0,0.0,17,32,135,10,3496.5,20,584,60,2,9,9.3,7,20,EL,74419746
0,1,0,1.2,0.2,14,42,74,8,2856.4,9,467,24,1,39,13.2,7,20,EL,74733221
0,1,0,5.4,-1.6,18,61,114,30,4001.4,60,2160,91,5,37,12.6,22,20,EL,7956236f
0,2,0,12.7,2.7,56,131,150,31,5670.0,79,4100,165,2,0,8.2,65,20,EL,79b0d6a0
1,0,0,5.5,1.5,19,47,64,12,2572.8,29,1313,47,2,109,18.2,14,20,EL,79c536d7
0,0,0,1.2,0.2,11,20,34,1,1135.6,13,591,26,0,13,13.6,9,20,EL,7b456af7
1,2,1,6.7,-2.3,29,82,83,13,3519.2,47,2425,59,3,38,12.9,34,20,EL,7b4de647
0,0,0,2.4,0.4,4,18,31,6,995.1,22,822,18,0,24,24.0,9,20,EL,7ba6d84e
0,0,1,4.3,-0.7,17,26,63,12,2091.6,15,426,33,2,12,12.3,5,20,EL,81b906e7
0,1,0,11.9,-2.1,75,144,233,31,8504.5,58,2807,98,6,166,15.1,40,20,EL,853b7c48
0,0,0,1.4,0.4,2,8,26,7,780.0,7,338,11,0,31,15.8,3,20,EL,8870154f
0,1,0,9.9,-3.1,31,77,104,23,3608.8,57,2496,63,1,32,10.7,34,20,EL,88b748d2
0,0,0,4.2,0.2,43,115,126,13,6098.4,32,2195,44,1,125,15.7,29,20,EL,8d957256
0,0,1,3.4,0.4,43,109,94,6,5000.8,30,1572,36,1,123,17.7,27,20,EL,8f8c6934
1,0,0,3.7,0.7,13,75,106,13,4059.8,36,1994,64,3,22,11.2,28,20,EL,903b6e8b
0,1,0,1.6,0.6,7,28,34,4,1523.2,11,514,21,2,14,14.0,7,20,EL,911680d8
0,2,1,4.5,-0.5,8,37,91,18,2757.3,24,1063,41,3,39,13.2,12,20,EL,94b3ccdb
0,0,0,0.2,-0.8,1,2,6,1,157.2,1,62,2,0,0,0.0,1,20,EL,98b94ef4
0,0,1,0.3,-0.7,3,7,14,6,341.6,12,423,16,1,0,12.0,5,20,EL,9dab6e3b
0,1,0,5.7,-0.3,21,68,76,16,3245.2,43,2334,58,3,26,13.2,29,20,EL,9fa26bc2
0,0,2,9.5,0.5,56,159,193,38,8299.0,64,3225,84,2,11,11.2,41,20,EL,a04e2dd2
0,0,1,12.6,5.6,92,271,319,40,13461.8,102,5763,155,9,219,15.7,83,20,EL,a56bd2ee
0,2,0,4.5,-2.5,44,101,162,29,5815.8,43,1840,59,6,38,12.8,22,20,EL,a70b8345
0,1,0,5.9,0.9,29,74,210,31,6615.0,21,699,58,1,121,17.4,7,20,EL,ad3389d5
0,1,0,2.5,0.5,9,12,14,7,407.4,13,538,13,0,17,17.0,8,20,EL,b15780e3
0,1,1,18.0,3.0,83,195,285,44,11770.5,88,3960,142,8,46,11.6,46,20,EL,b583aef5
0,1,0,2.7,-1.3,17,46,79,20,2662.3,29,1307,43,3,8,8.5,15,20,EL,b8798a46
0,1,0,2.6,-1.4,7,19,28,3,1136.8,7,426,18,1,0,8.0,7,20,EL,bd3e08b6
0,0,0,6.4,-2.6,42,103,139,17,5365.4,41,2218,56,2,184,18.4,34,20,EL,c089980e
0,0,0,9.5,1.5,36,133,145,24,6061.0,53,3354,87,0,114,16.3,49,20,EL,c3e39f12
1,0,0,6.1,2.1,30,87,196,26,6095.6,79,3239,93,2,67,13.4,35,20,EL,c631f952
0,2,0,4.2,-2.8,22,59,127,18,4178.3,34,1377,51,0,76,15.3,16,20,EL,c89e8aae
0,1,0,2.6,0.6,8,19,58,11,1687.8,25,765,38,3,0,6.0,7,20,EL,c8a88acd
0,0,2,3.6,-0.4,33,65,83,9,3062.7,35,1883,39,0,29,14.6,28,20,EL,cac76a72
0,0,0,4.0,-2.0,22,67,93,20,3552.6,34,1502,43,3,28,14.4,19,20,EL,cc1a0c57
1,1,0,10.5,0.5,37,98,133,17,5080.6,53,2358,65,0,44,14.9,30,20,EL,ce17b5eb
0,0,0,0.6,-0.4,1,11,35,9,913.5,11,337,31,1,14,14.8,4,20,EL,cf1c23d8
0,0,0,4.9,-1.1,15,32,72,6,2440.8,16,636,23,2,28,14.0,7,20,EL,d436eb94
0,0,1,6.4,0.4,14,42,83,24,2581.3,35,1596,52,5,96,13.8,20,20,EL,d97b252e
0,0,0,0.0,0.0,4,7,9,2,267.3,7,289,5,0,0,7.0,4,20,EL,da8b19e2
0,0,0,6.7,0.7,33,65,165,18,5346.0,31,1401,44,2,95,19.1,17,20,EL,db401046
0,0,0,2.4,0.4,16,37,56,12,1932.0,25,1062,25,0,20,20.3,13,20,EL,e961d3ac
0,0,0,1.0,0.0,4,11,46,6,1242.0,9,132,17,1,123,30.8,0,20,EL,e9c0c1b2
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,20,EL,eb2b33aa
1,1,0,7.0,2.0,19,49,133,27,4202.8,30,1182,57,3,84,14.1,12,20,EL,ef3909cd
0,0,1,4.3,0.3,3,15,43,11,1212.6,14,621,35,0,0,9.0,7,20,EL,f352799f
0,1,1,9.4,-1.6,63,179,226,34,8972.2,99,4356,175,0,193,19.3,60,20,EL,f3a97d02
0,1,0,10.9,2.9,36,126,172,26,7258.4,49,2111,91,5,23,11.7,28,20,EL,f42e9f3f
0,1,0,4.2,-0.8,22,51,67,13,2706.8,31,1701,32,3,25,12.7,20,20,EL,f63a8347
0,1,0,10.0,4.0,19,56,165,45,5016.0,58,2012,79,0,120,15.1,17,20,EL,f6798fc3
0,1,0,7.4,0.4,24,87,158,33,5387.8,41,2205,83,2,70,14.1,28,20,EL,f7b10c66
0,0,0,2.0,0.0,6,11,26,11,707.2,8,308,21,1,11,11.4,4,20,EL,fd834d1d
0,0,0,0.1,0.1,3,7,32,2,720.0,3,165,4,1,9,9.2,3,21,EL,011d8c56
0,0,1,3.5,-0.5,6,27,81,27,2446.2,28,1072,46,3,150,18.8,10,21,EL,03df04ff
0,0,0,5.9,-1.1,18,52,101,14,3262.3,38,1318,56,2,114,16.4,17,21,EL,05bffdb1
0,2,0,9.7,-2.3,29,53,229,42,5725.0,43,1311,105,5,235,18.1,13,21,EL,08f5afaa
0,0,0,1.6,-0.4,5,16,15,2,768.0,5,331,14,0,0,0.0,5,21,EL,10161491
0,0,0,6.0,1.0,13,25,68,17,2074.0,14,505,26,1,12,12.5,6,21,EL,11c7fa75
0,1,0,6.3,-1.7,34,83,72,10,3600.0,32,1952,76,1,66,13.2,29,21,EL,11f5df14
0,0,0,15.5,-0.5,82,182,487,40,15973.6,56,1993,110,1,378,19.9,24,21,EL,179d2851
0,0,1,13.5,7.5,38,110,319,71,9538.1,91,3266,146,7,190,15.9,34,21,EL,20b9f052
1,2,0,9.0,-1.0,21,66,264,49,6837.6,42,1684,91,1,137,17.2,19,21,EL,2628fd2b
0,0,0,3.8,-0.2,4,12,36,8,1047.6,9,371,8,0,0,0.0,4,21,EL,27d902c8
0,1,0,5.8,-1.2,7,19,47,6,1480.5,14,469,13,0,94,23.7,5,21,EL,30223b33
0,2,0,11.6,-3.4,31,76,103,21,3790.4,53,1849,95,4,17,8.6,27,21,EL,32f7976d
0,3,0,7.8,-0.2,21,45,188,19,5113.6,31,1081,51,0,357,23.8,10,21,EL,374ee424
0,1,0,5.1,-0.9,6,22,33,10,1230.9,20,614,41,0,42,14.3,6,21,EL,387750b7
0,0,0,0.3,0.3,4,7,24,8,681.6,6,201,15,0,12,12.3,2,21,EL,3b0108d6
0,0,0,8.6,3.6,30,113,182,30,6752.2,45,2016,102,2,128,16.1,28,21,EL,3d214e5f
0,0,0,0.0,0.0,0,0,2,1,38.0,0,0,1,1,0,4.0,0,21,EL,3f2587ee
0,1,0,5.8,0.8,10,45,137,19,4178.5,28,823,40,2,124,17.8,6,21,EL,41f0b196
0,1,0,9.4,1.4,20,74,100,20,3980.0,47,2124,76,2,39,13.3,28,21,EL,42ec696a
0,1,0,6.7,0.7,26,68,222,31,6082.8,34,1207,57,2,417,23.2,13,21,EL,47064058
1,1,2,12.5,1.5,24,66,80,19,2952.0,53,2188,102,2,29,9.9,31,21,EL,47c7a40c
0,0,0,2.1,-0.9,5,20,25,3,940.0,14,592,15,1,0,4.3,10,21,EL,4a99131a
0,0,0,0.6,0.6,3,13,23,3,765.9,7,366,14,1,64,16.0,5,21,EL,4c5039bd
0,0,0,6.0,-1.0,1,18,56,6,1780.8,16,305,24,0,74,18.7,1,21,EL,4c6711e2
0,2,2,16.3,1.3,48,146,227,51,8035.8,79,4305,193,7,72,12.1,60,21,EL,4d6a842d
0,0,0,6.1,0.1,26,78,184,27,6329.6,39,1692,73,4,10,10.5,19,21,EL,53af52f3
0,0,1,4.8,0.8,13,47,80,17,3144.0,14,709,36,2,31,15.8,10,21,EL,53d93280
0,1,0,10.3,-1.7,31,117,104,25,4378.4,69,3850,125,1,15,7.6,57,21,EL,54bb5c3f
0,0,0,2.4,-0.6,6,17,26,6,1003.6,7,342,6,1,0,6.5,5,21,EL,55b93ae0
0,3,1,13.8,-1.2,43,107,160,32,5728.0,74,2834,95,4,20,10.1,37,21,EL,55bd7d45
0,3,0,8.8,-1.2,17,52,72,13,2736.0,18,1108,60,1,111,22.3,16,21,EL,56901a62
0,0,0,12.9,4.9,62,228,264,45,11272.8,98,5488,144,5,39,9.9,77,21,EL,58f077c0
0,1,0,9.1,-0.9,23,58,175,43,5302.5,30,1242,78,6,179,19.9,16,21,EL,595ccab1
0,0,1,8.2,2.2,63,160,251,38,9738.8,64,2643,129,6,62,12.4,35,21,EL,5e8936be
0,1,1,6.4,-0.6,40,114,105,12,4924.5,45,2551,125,7,22,11.3,42,21,EL,60a6fe9c
1,1,0,9.1,0.1,55,143,471,70,13470.6,97,3841,156,6,278,16.4,47,21,EL,625c144a
0,0,0,0.9,0.9,10,23,27,1,1142.1,9,525,16,0,57,28.5,8,21,EL,67669ce7
0,0,0,1.9,-0.1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,21,EL,6a73afe7
0,0,0,4.5,0.5,8,27,66,14,2296.8,13,492,19,0,36,12.1,5,21,EL,6ca0b04a
0,0,0,6.7,-0.3,5,9,23,7,708.4,6,247,9,0,117,23.4,3,21,EL,6ce46a59
0,1,0,6.9,-2.1,15,40,77,25,2356.2,23,1097,44,1,31,15.8,15,21,EL,6fe2aba3
1,0,1,11.4,0.4,43,116,191,11,7334.4,27,1193,43,0,241,18.6,15,21,EL,6fe5c35b
0,4,0,7.9,-4.1,15,66,110,28,3784.0,46,2001,71,1,7,7.9,30,21,EL,705f5269
0,0,1,6.8,-1.2,26,60,141,18,4483.8,34,1343,51,0,22,11.2,17,21,EL,731bf16a
0,1,0,12.7,-1.3,25,69,144,21,5011.2,50,1630,65,3,69,13.9,17,21,EL,79c536d7
0,0,1,7.9,2.9,16,40,93,19,3059.7,46,1320,78,2,112,16.1,11,21,EL,7ba6d84e
0,0,0,4.3,1.3,24,83,157,26,5620.6,38,2048,50,4,81,13.5,29,21,EL,7f40333d
0,1,0,3.8,1.8,9,26,101,6,2828.0,9,279,56,2,0,9.8,3,21,EL,82b1198a
0,0,0,0.0,0.0,3,8,17,3,620.5,4,107,5,1,0,7.0,1,21,EL,864c362f
0,5,0,11.8,-3.2,9,33,141,14,3807.0,37,806,41,0,66,16.5,4,21,EL,8a2248b4
0,1,0,2.8,-0.2,2,9,23,5,644.0,7,310,14,0,0,6.8,4,21,EL,8b3d765f
0,0,0,5.4,-2.6,28,60,153,17,4804.2,24,1060,27,1,98,16.4,15,21,EL,8f1d4155
0,0,0,4.6,-0.4,17,47,82,18,2730.6,19,775,25,3,24,12.4,12,21,EL,8f62b6ee
0,0,0,2.5,-0.5,6,20,111,15,2908.2,18,676,33,2,142,20.4,9,21,EL,8fa8f8d2
1,3,0,4.3,-2.7,26,85,133,26,4907.7,33,1699,58,0,218,21.8,24,21,EL,903b6e8b
0,0,0,0.0,0.0,1,3,5,2,183.0,1,71,2,1,0,7.0,1,21,EL,913329c8
0,2,0,5.3,-0.7,18,42,134,20,4060.2,17,462,35,2,59,14.9,5,21,EL,9321b8ed
0,1,0,12.8,-1.2,23,66,183,30,5398.5,56,1943,88,1,0,9.4,21,21,EL,93b95f72
0,1,0,2.6,-1.4,13,20,23,3,1025.8,9,477,17,0,0,6.5,6,21,EL,93db8be8
0,0,0,4.3,-0.7,3,4,100,12,2110.0,21,388,45,1,133,19.0,0,21,EL,9413b19f
0,0,0,1.1,0.1,0,0,25,1,445.0,4,79,8,0,18,18.5,0,21,EL,950ff24d
0,0,0,0.2,0.2,1,5,40,5,988.0,2,75,10,0,43,21.7,1,21,EL,9f0ea33f
0,0,0,0.1,0.1,5,14,29,9,954.1,11,409,12,0,30,15.0,5,21,EL,a469d983
0,0,0,6.6,2.6,17,52,117,23,3989.7,21,900,59,0,11,11.2,12,21,EL,a9a3b55d
0,1,0,6.7,-1.3,27,65,209,21,6541.7,19,632,28,0,160,20.1,8,21,EL,ad3389d5
0,1,0,9.8,2.8,45,134,175,16,7455.0,46,2387,91,2,36,12.3,33,21,EL,afff46e6
0,0,0,1.7,1.7,6,22,61,10,1720.2,10,458,29,2,0,6.5,6,21,EL,b056e3da
0,0,0,1.3,0.3,2,5,19,6,374.3,6,253,14,0,29,14.7,4,21,EL,b3de00a7
0,0,0,1.7,-1.3,1,3,27,9,645.3,3,33,13,0,83,27.7,0,21,EL,b4a98bb4
1,0,0,3.5,-3.5,5,23,32,5,1216.0,12,460,17,0,27,13.8,7,21,EL,c2e41cfb
0,0,0,1.4,0.4,4,9,38,6,999.4,3,96,12,1,88,22.1,1,21,EL,c41f7379
0,0,0,0.1,0.1,3,22,19,0,976.6,6,286,14,0,27,13.6,5,21,EL,c585302b
0,0,0,6.8,-0.2,24,60,113,22,3785.5,33,1478,55,1,78,15.7,19,21,EL,c7b13c29
0,0,0,3.4,-0.6,44,90,143,30,5619.9,26,1146,55,1,12,12.6,15,21,EL,cb4f24c6
0,0,2,12.0,2.0,23,95,103,24,3811.0,76,3883,120,8,15,7.8,54,21,EL,cd4959d1
1,0,0,1.7,-0.3,2,5,26,5,540.8,12,326,5,0,72,24.0,3,21,EL,cd7dade5
0,1,0,8.6,-2.4,40,104,121,23,5178.8,47,2448,60,6,67,13.4,35,21,EL,cfe852d8
0,1,0,4.2,-0.8,9,27,18,1,977.4,12,693,15,0,0,6.5,11,21,EL,d1274b84
0,0,0,1.3,0.3,10,22,37,4,1139.6,16,756,25,0,21,21.0,10,21,EL,d3ce0e89
0,0,0,1.7,-0.3,8,29,67,6,2351.7,12,368,18,0,87,21.8,2,21,EL,d436eb94
1,0,0,8.1,-5.9,25,85,184,33,5869.6,48,2116,97,3,53,13.3,27,21,EL,dc29b608
0,1,0,2.8,1.8,11,36,98,22,3204.6,24,828,58,4,27,13.5,7,21,EL,e5a76dfe
0,0,0,6.5,-1.5,19,53,94,16,3299.4,26,1154,56,3,197,19.7,13,21,EL,e8918589
0,0,2,12.0,3.0,87,214,298,21,11622.0,89,4467,126,4,206,18.8,66,21,EL,ea83bfa6
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,21,EL,eb2b33aa
0,0,0,12.2,0.2,35,91,198,36,6415.2,52,2074,92,5,598,23.0,28,21,EL,ef3909cd
0,0,0,3.2,1.2,9,24,63,8,2016.0,10,324,18,0,14,14.0,2,21,EL,f038585f
1,1,0,0.4,-1.6,1,4,26,4,715.0,3,53,9,0,12,12.0,0,21,EL,f0e4c69e
0,0,0,3.7,0.7,11,53,81,20,3069.9,26,1534,41,2,151,21.7,20,21,EL,f352799f
1,0,2,9.9,-3.1,35,95,226,49,7458.0,74,2035,120,1,179,16.3,18,21,EL,f3a97d02
0,0,0,7.8,0.8,32,101,129,15,5366.4,53,2544,90,2,25,12.6,35,21,EL,f42e9f3f
0,2,0,8.8,-1.2,36,121,205,46,7257.0,58,2685,113,3,107,15.4,36,21,EL,f7b10c66
0,1,0,9.5,-0.5,27,82,190,37,5928.0,54,2062,79,0,38,12.9,23,21,EL,f94e06da
0,1,0,11.7,-0.3,34,97,218,36,7433.8,46,1840,63,1,231,19.3,20,21,EL,fcb38f57
0,0,0,2.8,-0.2,15,24,58,20,1740.0,17,559,22,2,135,16.9,6,21,EL,fd834d1d
0,2,0,2.8,-1.2,8,18,49,10,1367.1,9,431,18,0,16,16.7,5,21,EL,fe7d8182
0,0,0,2.6,-0.4,24,69,170,30,5593.0,28,1064,47,2,9,9.4,13,21,EL,fefce889
0,0,0,8.1,-0.9,27,84,162,27,5459.4,44,1812,82,5,183,16.7,24,22,EL,05bffdb1
0,1,0,5.6,-0.4,5,29,53,10,2061.7,11,463,24,2,43,14.5,5,22,EL,072e68ed
0,0,0,2.5,0.5,13,51,68,18,2543.2,36,1645,68,3,36,12.0,22,22,EL,0743d0ec
0,0,0,6.5,0.5,12,59,117,21,4270.5,19,837,56,2,108,18.0,11,22,EL,10072610
0,0,0,0.0,0.0,0,6,16,2,569.6,9,230,12,0,0,8.0,1,22,EL,118b60ce
0,0,0,0.0,0.0,5,12,55,4,1496.0,4,119,10,1,0,7.5,1,22,EL,1d2d5cc8
0,1,1,6.2,0.2,5,27,164,25,3821.2,19,456,33,1,187,20.8,3,22,EL,20b9f052
0,0,0,2.2,1.2,8,26,42,9,1629.6,9,486,11,2,14,14.2,7,22,EL,20de219a
0,0,1,9.3,2.3,45,134,224,36,8153.6,93,3840,150,8,125,12.5,43,22,EL,2f965a72
0,0,0,1.6,-1.4,2,5,22,5,534.6,8,130,9,1,80,26.8,1,22,EL,2fabebc0
0,0,0,2.3,0.3,16,35,85,6,2847.5,16,593,19,3,68,17.2,6,22,EL,332695f4
0,0,1,7.4,1.4,20,49,170,25,4556.0,64,1440,75,0,45,15.0,5,22,EL,339fe0e8
0,0,0,0.8,-0.2,5,20,52,17,1492.4,19,594,28,0,50,16.8,6,22,EL,34ccf6fa
0,1,0,4.3,0.3,36,72,148,18,4913.6,41,1963,55,2,19,9.5,28,22,EL,374ee424
0,0,1,0.3,0.3,5,7,55,6,1347.5,5,117,14,1,0,7.7,0,22,EL,3b0108d6
0,0,2,10.1,3.1,15,35,100,28,2960.0,51,1453,80,3,0,7.2,12,22,EL,4030c7ae
0,0,0,8.0,1.0,15,29,67,15,2090.4,20,858,37,0,94,18.9,11,22,EL,4535e4bb
0,1,0,5.5,1.5,8,27,53,10,1860.3,12,543,39,0,11,11.0,7,22,EL,4980c6be
0,0,0,9.0,1.0,9,58,142,24,4813.8,29,1157,41,1,64,16.1,13,22,EL,510c6a3f
0,0,0,9.4,-1.6,25,50,131,22,4178.9,37,1269,60,3,26,13.1,11,22,EL,53af52f3
0,0,0,6.3,-0.7,13,55,180,25,5238.0,35,1022,71,6,9,9.9,7,22,EL,53e360bb
0,0,0,2.1,0.1,20,50,48,3,2390.4,25,1075,41,0,21,21.0,14,22,EL,55b93ae0
0,0,1,2.1,1.1,2,6,41,8,988.1,6,210,21,0,0,9.3,2,22,EL,56901a62
0,0,0,1.6,-1.4,5,11,18,3,543.6,8,352,10,2,0,5.7,5,22,EL,56f99ec7
0,2,0,9.6,0.6,31,110,164,31,6182.8,58,2586,112,2,60,15.0,33,22,EL,58f077c0
0,2,1,7.3,0.3,61,129,182,24,7170.8,59,2590,91,4,72,14.4,35,22,EL,5e8936be
0,0,0,6.1,-0.9,12,35,64,8,2316.8,24,938,36,0,191,21.3,12,22,EL,6f4e1c93
0,2,0,6.4,-1.6,12,38,199,38,5154.1,22,473,39,4,202,20.2,4,22,EL,6f51e382
0,4,0,10.6,-1.4,42,128,213,31,7220.7,77,3357,125,8,56,11.2,45,22,EL,7b456af7
0,1,0,10.2,0.2,49,116,215,31,8148.5,45,1980,103,9,162,16.2,23,22,EL,7f40333d
0,0,0,1.7,-0.3,1,4,26,2,613.6,3,63,7,0,68,22.8,0,22,EL,82b1198a
0,1,0,0.7,-0.3,5,8,24,2,756.0,10,262,9,0,19,19.5,2,22,EL,8a6ab963
0,0,0,0.0,0.0,4,11,16,3,572.8,9,430,7,0,0,14.0,6,22,EL,9328b835
0,0,0,1.9,-0.1,25,53,70,13,2618.0,33,1689,26,1,115,23.1,25,22,EL,939bc634
0,1,0,4.9,-0.1,36,70,178,22,5820.6,32,1296,53,3,75,15.1,14,22,EL,93fffbcf
0,2,0,9.5,-3.5,13,34,140,25,3346.0,62,1705,78,0,120,17.2,16,22,EL,9413b19f
0,1,0,5.4,3.4,21,57,58,8,2818.8,28,1262,65,4,0,4.3,15,22,EL,972d595a
0,0,0,4.8,-0.2,14,40,101,19,3363.3,19,754,26,2,223,18.6,9,22,EL,99047b00
0,0,1,7.4,2.4,28,65,106,19,3911.4,32,1529,52,3,60,15.1,19,22,EL,a111cf41
0,0,0,6.1,3.1,42,110,214,19,7340.2,51,2397,84,3,107,15.4,30,22,EL,a2abe631
0,1,0,6.7,1.7,16,30,109,20,2964.8,35,1057,63,2,94,15.8,11,22,EL,a3b0ed18
0,0,0,7.5,0.5,34,76,126,18,4825.8,20,1018,46,2,85,14.2,14,22,EL,a9a3b55d
0,0,0,11.3,3.3,23,98,293,39,9053.7,44,1645,77,4,96,16.1,17,22,EL,ad3389d5
0,1,0,5.7,-0.3,28,122,244,33,8344.8,72,3146,72,2,168,18.7,39,22,EL,afb0c500
0,4,0,10.6,0.6,24,83,131,26,4847.0,55,2288,104,2,121,17.4,26,22,EL,b69dfb42
0,1,0,9.2,-0.8,12,66,86,24,3302.4,39,1599,71,1,10,10.1,23,22,EL,b9139383
0,1,0,6.6,-0.4,23,59,208,30,5990.4,39,1068,67,1,137,22.9,9,22,EL,bcb2ccd8
0,0,0,3.6,2.6,14,40,73,9,2533.1,22,921,36,2,0,8.0,13,22,EL,be855308
1,0,0,9.1,0.1,29,89,176,37,5860.8,48,1737,57,1,70,14.1,21,22,EL,c924b17d
0,2,1,10.2,-1.8,17,38,156,34,4102.8,36,1209,57,3,116,16.6,12,22,EL,cb4f24c6
0,0,0,2.9,0.9,21,41,73,9,2540.4,19,763,40,4,0,8.0,11,22,EL,cc1c5035
0,1,1,4.7,-0.3,3,10,51,7,1275.0,8,152,16,0,38,19.3,0,22,EL,cd59b9df
0,1,0,17.0,4.0,52,194,343,59,12382.3,93,4417,174,15,241,14.2,53,22,EL,ce17b5eb
0,1,0,2.5,0.5,3,7,26,8,764.4,5,114,11,1,0,15.0,0,22,EL,d0d98611
0,0,0,0.1,0.1,4,20,25,1,1130.0,4,258,10,1,10,10.6,4,22,EL,d1a08b5a
0,1,0,1.7,-2.3,2,3,55,14,1127.5,9,149,19,1,186,26.6,0,22,EL,d6f6ce93
0,1,1,9.8,-0.2,18,90,171,28,6053.4,50,1900,87,5,75,15.0,22,22,EL,ea83bfa6
0,3,0,15.1,3.1,64,174,383,67,13251.8,84,2822,160,13,561,17.0,31,22,EL,ef3909cd
0,0,0,4.6,-1.4,50,94,232,39,7470.4,54,1846,100,5,88,12.7,20,22,EL,f00de885
0,4,2,14.7,1.7,82,232,389,48,14004.0,118,4956,196,3,229,16.4,63,22,EL,f3a97d02
0,0,0,6.9,2.9,15,40,109,17,3237.3,39,1283,69,3,45,11.3,14,22,EL,f6798fc3
0,1,0,8.0,-2.0,29,69,199,34,5751.1,40,1652,62,2,277,19.8,19,22,EL,f9e0c603
0,0,0,3.6,0.6,6,23,44,8,1711.6,4,140,4,1,60,20.2,2,22,EL,fd834d1d
0,1,1,9.1,0.1,35,101,148,24,5994.0,55,2117,91,3,50,12.5,24,23,EL,00b86f5e
0,0,0,2.5,1.5,3,26,75,16,2107.5,22,765,72,2,58,14.7,8,23,EL,01b8a2b2
0,0,0,6.7,-2.3,29,86,189,40,6898.5,35,1561,69,5,247,19.0,15,23,EL,072e68ed
0,1,0,3.1,-0.9,7,27,56,11,1820.0,23,936,24,0,13,13.3,11,23,EL,0880e10b
