id,Gls,Sh,SoT,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG
aa386464,0,7,0,0.0,0.0,13.6,0,0,0,0.8,0.8,-0.8,-0.8
59d53e8a,0,10,3,0.0,0.0,18.0,0,0,0,0.4,0.4,-0.4,-0.4
8e48dc61,0,3,0,0.0,0.0,28.2,0,0,0,0.1,0.1,-0.1,-0.1
99bebd12,2,10,5,0.2,0.4,13.4,0,0,0,1.4,1.4,0.6,0.6
ac454a4f,1,18,5,0.0,0.0,25.3,3,1,1,2.0,1.2,-1.0,-1.2
8d2ad5c0,0,7,2,0.0,0.0,14.5,0,0,0,0.7,0.7,-0.7,-0.7
6b5ea2f4,0,1,0,0.0,0.0,8.6,0,0,0,0.1,0.1,-0.1,-0.1
7c689c48,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
8696bc90,1,4,1,0.25,1.0,11.4,0,0,0,0.9,0.9,0.1,0.1
8696bc90,5,34,11,0.15,0.45,15.7,0,0,0,5.1,5.1,-0.1,-0.1
98554bfd,0,1,0,0.0,0.0,29.9,0,0,0,0.0,0.0,0.0,0.0
555f3a0b,3,27,11,0.11,0.27,24.1,7,0,0,2.6,2.6,0.4,0.4
c3ee18ef,1,5,1,0.2,1.0,14.1,0,0,0,0.8,0.8,0.2,0.2
d4c9725f,1,24,5,0.04,0.2,24.0,0,0,0,1.4,1.4,-0.4,-0.4
e778654a,0,14,2,0.0,0.0,22.2,0,0,0,0.5,0.5,-0.5,-0.5
9109185e,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
ba5a9545,0,3,1,0.0,0.0,25.0,1,0,0,0.1,0.1,-0.1,-0.1
ba5a9545,0,4,1,0.0,0.0,30.1,0,0,0,0.1,0.1,-0.1,-0.1
2ef16f06,0,2,0,0.0,0.0,20.8,0,0,0,0.1,0.1,-0.1,-0.1
875898c7,0,4,1,0.0,0.0,15.8,0,0,0,0.3,0.3,-0.3,-0.3
c7429db3,0,4,2,0.0,0.0,18.5,0,0,0,0.2,0.2,-0.2,-0.2
ad1ffcfd,3,18,7,0.17,0.43,13.4,0,0,0,2.3,2.3,0.7,0.7
75645f0e,17,87,35,0.16,0.4,15.2,0,3,3,16.0,13.6,1.0,0.4
5ce0b5ba,1,14,4,0.07,0.25,24.9,2,0,0,0.5,0.5,0.5,0.5
